rank,player_id,player_name,season,season_type,scraped_at,rk,name,pos,gp,min,pts,fgm,fga,fg_percent,3pm,3pa,3p_percent,ftm,fta,ft_percent,reb,ast,stl,blk,to,dd2,td3
350,4397077,J. Hayes,2024-25,regular,2026-02-12T22:31:30.117389,-,J. Hayes,C,56,19.5,6.8,2.9,4.0,72.2,0.0,0.1,0.0,1.1,1.8,62.2,4.8,1.0,0.6,0.9,0.8,2,0
351,3431,E. Gordon,2024-25,regular,2026-02-12T22:31:30.117453,-,E. Gordon,G,39,19.7,6.8,2.2,5.2,42.6,1.4,3.5,40.9,0.9,1.2,75.0,1.2,1.7,0.7,0.3,0.7,0,0
352,4397102,B. Bol,2024-25,regular,2026-02-12T22:31:30.117520,-,B. Bol,C,36,12.4,6.8,2.7,5.1,52.5,0.9,2.6,34.4,0.6,0.7,76.9,2.9,0.6,0.3,0.7,0.6,1,0
353,3138161,C. Martin,2024-25,regular,2026-02-12T22:31:30.117584,-,C. Martin,SF,53,22.1,6.8,2.6,6.1,41.8,0.8,2.8,28.5,0.8,1.2,70.5,4.2,2.0,1.1,0.6,1.0,0,0
354,3913220,D. Jeffries,2024-25,regular,2026-02-12T22:31:30.117655,-,D. Jeffries,SG,47,22.8,6.7,2.5,6.2,40.5,1.2,3.5,33.5,0.5,0.6,80.0,2.9,1.1,0.6,0.5,0.7,0,0
355,4433147,M. Bagley,2024-25,regular,2026-02-12T22:31:30.117725,-,M. Bagley,F,10,25.3,6.7,2.7,6.9,39.1,0.5,3.2,15.6,0.8,1.0,80.0,7.0,1.0,0.9,1.2,0.7,2,0
356,4431679,P. Achiuwa,2024-25,regular,2026-02-12T22:31:30.117795,-,P. Achiuwa,PF,57,20.5,6.6,2.9,5.7,50.2,0.2,0.6,27.8,0.7,1.2,59.4,5.6,1.0,0.8,0.7,0.8,3,0
357,4397227,V. Williams Jr.,2024-25,regular,2026-02-12T22:31:30.117866,-,V. Williams Jr.,G,27,18.5,6.6,2.5,6.2,40.1,1.0,3.5,27.4,0.7,0.9,79.2,3.6,2.0,0.4,0.3,1.2,1,0
358,4431720,L. Quinones,2024-25,regular,2026-02-12T22:31:30.117933,-,L. Quinones,G,13,14.1,6.6,2.4,6.0,39.7,1.0,3.4,29.5,0.8,1.0,84.6,1.5,1.8,0.2,0.2,1.1,0,0
359,4432107,M. Sasser,2024-25,regular,2026-02-12T22:31:30.118005,-,M. Sasser,G,57,14.2,6.6,2.4,5.2,46.3,1.0,2.7,38.2,0.8,0.9,84.3,1.2,2.3,0.6,0.1,0.9,1,0
360,3102532,V. Micic,2024-25,regular,2026-02-12T22:31:30.118072,-,V. Micic,G,41,19.1,6.6,2.3,6.7,34.8,1.1,3.0,36.0,0.8,1.0,82.9,2.2,3.1,0.4,0.0,1.9,1,0
361,4900671,A. Mitchell,2024-25,regular,2026-02-12T22:31:30.118155,-,A. Mitchell,G,36,16.6,6.5,2.5,5.1,49.5,0.6,1.7,38.3,0.8,1.0,82.9,1.9,1.8,0.7,0.1,0.8,1,0
362,4431828,K. Martin,2024-25,regular,2026-02-12T22:31:30.118228,-,K. Martin,F,43,21.2,6.4,2.6,4.7,55.2,0.3,1.3,25.9,0.9,1.1,78.7,2.9,1.1,0.4,0.5,0.6,0,0
363,4591725,R. Rollins,2024-25,regular,2026-02-12T22:31:30.118298,-,R. Rollins,G,56,14.6,6.2,2.4,4.8,48.7,0.9,2.1,40.8,0.6,0.8,80.0,1.9,1.9,0.8,0.3,0.9,1,0
364,4066993,D. Smith,2024-25,regular,2026-02-12T22:31:30.118366,-,D. Smith,G,14,19.1,6.2,2.2,4.4,50.8,1.1,2.1,53.3,0.6,0.9,75.0,2.6,1.6,1.5,0.4,1.2,0,0
365,4592492,B. Hyland,2024-25,regular,2026-02-12T22:31:30.118436,-,B. Hyland,G,24,10.0,6.2,2.0,4.9,39.8,1.3,3.4,39.0,1.0,1.1,88.5,1.0,1.3,0.8,0.2,1.0,0,0
366,4432822,I. Okoro,2024-25,regular,2026-02-12T22:31:30.118502,-,I. Okoro,F,55,19.1,6.1,2.3,4.9,46.4,1.0,2.7,37.1,0.6,0.8,71.7,2.4,1.2,0.6,0.3,0.4,0,0
367,4431727,I. Wong,2024-25,regular,2026-02-12T22:31:30.118572,-,I. Wong,G,20,13.3,6.0,2.1,5.3,39.0,0.7,1.7,39.4,1.3,1.7,73.5,1.6,1.4,0.6,0.0,0.9,0,0
368,4432808,J. Wiseman,2024-25,regular,2026-02-12T22:31:30.118642,-,J. Wiseman,C,1,5.0,6.0,2.0,4.0,50.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,0,0
369,4432815,I. Mobley,2024-25,regular,2026-02-12T22:31:30.118710,-,I. Mobley,F,1,17.0,6.0,2.0,7.0,28.6,1.0,3.0,33.3,1.0,2.0,50.0,4.0,5.0,1.0,1.0,0.0,0,0
370,4592401,N. Dante,2024-25,regular,2026-02-12T22:31:30.118811,-,N. Dante,C,4,12.8,6.0,2.5,3.3,76.9,0.0,0.0,0.0,1.0,1.3,80.0,5.3,0.5,0.3,1.3,0.5,0,0
371,4712863,M. Gueye,2024-25,regular,2026-02-12T22:31:30.118920,-,M. Gueye,F,33,16.2,6.0,2.2,5.2,42.1,0.6,2.5,25.9,1.0,1.3,76.2,4.2,0.8,0.8,1.0,0.5,2,0
372,4432823,J. Williams,2024-25,regular,2026-02-12T22:31:30.119096,-,J. Williams,F,47,16.7,5.9,2.1,4.7,43.9,1.3,3.3,39.9,0.5,0.6,76.7,5.6,2.6,0.5,0.6,0.7,4,3
373,4397134,C. Swider,2024-25,regular,2026-02-12T22:31:30.119194,-,C. Swider,F,10,17.0,5.9,2.2,6.3,34.9,1.5,4.7,31.9,0.0,0.1,0.0,2.7,0.3,0.4,0.2,0.4,0,0
374,4278052,C. Okeke,2024-25,regular,2026-02-12T22:31:30.119253,-,C. Okeke,F,9,21.9,5.9,2.2,4.4,50.0,1.2,3.1,39.3,0.2,0.3,66.7,5.2,1.7,0.6,0.4,0.3,1,0
375,4278585,C. Gillespie,2024-25,regular,2026-02-12T22:31:30.119312,-,C. Gillespie,G,33,14.0,5.9,2.1,4.8,43.0,1.2,2.7,43.3,0.6,0.7,86.4,2.4,2.4,0.6,0.2,0.5,1,0
376,4397126,M. Brown,2024-25,regular,2026-02-12T22:31:30.119366,-,M. Brown,C,13,9.2,5.8,2.6,3.8,69.4,0.0,0.0,0.0,0.6,0.8,72.7,3.4,0.2,0.5,0.3,0.8,1,0
377,4066211,R. Williams III,2024-25,regular,2026-02-12T22:31:30.119423,-,R. Williams III,C,20,17.6,5.8,2.5,3.9,64.1,0.1,0.2,33.3,0.8,0.9,88.2,5.9,1.1,0.7,1.7,0.9,0,0
378,4592829,Q. Jackson,2024-25,regular,2026-02-12T22:31:30.119478,-,Q. Jackson,G,28,13.6,5.8,2.1,4.4,47.5,0.5,1.4,37.5,1.1,1.4,77.5,1.6,1.9,0.8,0.2,0.6,0,0
379,3914044,L. Shamet,2024-25,regular,2026-02-12T22:31:30.119534,-,L. Shamet,G,50,15.2,5.7,2.1,4.6,46.1,1.2,3.1,39.7,0.2,0.4,66.7,1.2,0.5,0.5,0.0,0.4,0,0
380,4432735,D. Whitehead,2024-25,regular,2026-02-12T22:31:30.119588,-,D. Whitehead,F,20,12.3,5.7,2.0,4.8,40.6,1.7,3.7,44.6,0.2,0.3,60.0,1.5,0.6,0.3,0.1,0.8,0,0
381,4278402,J. Goodwin,2024-25,regular,2026-02-12T22:31:30.119646,-,J. Goodwin,G,29,18.7,5.6,2.2,5.0,43.8,0.9,2.3,38.2,0.3,0.4,81.8,3.9,1.4,1.0,0.4,0.9,0,0
382,3915195,S. Milton,2024-25,regular,2026-02-12T22:31:30.119701,-,S. Milton,SG,57,14.7,5.5,2.0,4.5,45.3,0.7,1.9,35.8,0.8,1.0,79.7,1.8,1.8,0.4,0.1,0.7,1,0
383,4279118,K. Wallace,2024-25,regular,2026-02-12T22:31:30.119757,-,K. Wallace,G,31,16.2,5.4,2.1,5.2,40.1,0.9,2.6,32.9,0.4,0.4,100.0,1.6,2.6,0.9,0.3,1.1,1,1
384,3209,J. Green,2024-25,regular,2026-02-12T22:31:30.119810,-,J. Green,F,32,12.4,5.4,1.9,3.8,50.4,0.9,2.5,36.7,0.7,0.8,80.8,1.8,0.6,0.2,0.1,0.3,0,0
385,3449,K. Love,2024-25,regular,2026-02-12T22:31:30.119864,-,K. Love,F,23,10.9,5.3,1.8,5.0,35.7,1.0,2.9,35.8,0.7,1.0,69.6,4.1,1.0,0.7,0.2,0.6,0,0
386,4683736,K. Bufkin,2024-25,regular,2026-02-12T22:31:30.119915,-,K. Bufkin,G,10,12.4,5.3,1.8,4.7,38.3,0.4,1.9,21.1,1.3,1.8,72.2,2.1,1.7,0.3,0.2,0.8,0,0
387,4278572,J. Cain,2024-25,regular,2026-02-12T22:31:30.119975,-,J. Cain,F,37,13.6,5.3,1.8,4.3,43.0,0.7,2.2,32.5,0.9,1.4,68.0,2.3,0.6,0.6,0.2,0.6,0,0
388,2578239,P. Connaughton,2024-25,regular,2026-02-12T22:31:30.120038,-,P. Connaughton,G,41,14.7,5.3,2.0,4.3,46.9,0.6,2.0,32.1,0.6,0.8,77.4,2.7,1.7,0.2,0.3,0.6,1,0
389,3059310,M. Morris,2024-25,regular,2026-02-12T22:31:30.120104,-,M. Morris,PG,45,12.7,5.2,1.8,4.3,42.6,0.7,1.9,36.0,0.8,0.9,85.7,1.5,1.6,0.4,0.1,0.5,0,0
390,6427,B. Biyombo,2024-25,regular,2026-02-12T22:31:30.120170,-,B. Biyombo,C,28,18.8,5.1,2.4,4.1,58.8,0.0,0.0,0.0,0.4,0.9,40.0,5.6,1.1,0.6,0.8,1.0,3,0
391,4351852,M. Robinson,2024-25,regular,2026-02-12T22:31:30.120234,-,M. Robinson,C,17,17.1,5.1,2.2,3.3,66.1,0.0,0.0,0.0,0.8,1.1,68.4,5.9,0.8,0.9,1.1,0.6,2,0
392,4277812,A. Reese,2024-25,regular,2026-02-12T22:31:30.120301,-,A. Reese,F,15,14.4,5.1,1.7,3.6,48.1,1.0,2.7,36.6,0.6,0.8,75.0,3.1,0.3,0.7,0.7,0.4,0,0
393,3907387,B. Simmons,2024-25,regular,2026-02-12T22:31:30.120367,-,B. Simmons,PG,51,22.0,5.0,2.3,4.4,52.0,0.0,0.0,0.0,0.5,0.6,72.7,4.7,5.6,0.7,0.5,2.0,1,0
394,4565201,M. Branham,2024-25,regular,2026-02-12T22:31:30.120436,-,M. Branham,G,47,9.1,5.0,1.9,4.0,45.8,0.7,1.8,40.5,0.6,0.7,81.8,1.1,0.8,0.2,0.0,0.7,0,0
395,4592216,A. Williams,2024-25,regular,2026-02-12T22:31:30.120500,-,A. Williams,G,1,4.0,5.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
396,4431699,K. Jones,2024-25,regular,2026-02-12T22:31:30.120566,-,K. Jones,PF,40,11.7,5.0,2.2,2.7,79.8,0.0,0.1,20.0,0.6,0.8,71.9,3.1,0.6,0.4,0.6,0.5,1,0
397,4066317,L. Waters III,2024-25,regular,2026-02-12T22:31:30.120649,-,L. Waters III,F,52,15.0,4.9,1.8,4.8,36.9,1.2,3.6,34.4,0.2,0.2,72.7,2.1,1.0,0.5,0.2,0.4,0,0
398,4409222,T. Queen,2024-25,regular,2026-02-12T22:31:30.120718,-,T. Queen,SG,31,13.9,4.9,1.8,4.7,38.1,0.7,2.5,28.6,0.6,0.7,85.7,1.7,1.2,1.0,0.3,0.7,0,0
399,4684737,J. Martin,2024-25,regular,2026-02-12T22:31:30.120771,-,J. Martin,G,16,14.9,4.9,1.9,4.6,41.9,0.4,1.4,30.4,0.6,0.6,90.0,2.8,1.1,0.6,0.0,0.8,0,0
400,3146557,J. Landale,2024-25,regular,2026-02-12T22:31:30.120828,-,J. Landale,C,42,11.9,4.8,1.9,3.6,53.3,0.3,0.6,42.3,0.6,1.0,67.5,3.3,0.9,0.3,0.2,0.5,1,0
401,4397204,C. Castleton,2024-25,regular,2026-02-12T22:31:30.120882,-,C. Castleton,C,26,16.6,4.7,1.8,3.8,46.9,0.1,0.6,12.5,1.1,1.5,76.3,4.7,1.1,0.3,0.4,0.9,0,0
402,4684806,T. Hendricks,2024-25,regular,2026-02-12T22:31:30.120938,-,T. Hendricks,F,3,25.0,4.7,1.3,6.0,22.2,1.0,4.0,25.0,1.0,1.3,75.0,5.0,0.7,1.7,1.3,0.7,0,0
403,4593041,D. Roddy,2024-25,regular,2026-02-12T22:31:30.120990,-,D. Roddy,F,33,12.4,4.6,1.7,3.8,45.6,0.6,1.8,31.1,0.6,0.8,76.9,2.5,1.1,0.4,0.3,0.7,0,0
404,4895758,C. Williams,2024-25,regular,2026-02-12T22:31:30.121044,-,C. Williams,F,50,21.2,4.6,1.7,5.1,32.3,0.7,2.7,25.9,0.6,0.8,72.5,2.3,1.2,0.5,0.3,0.9,0,0
405,4601025,P. Larsson,2024-25,regular,2026-02-12T22:31:30.121100,-,P. Larsson,G,55,14.2,4.6,1.6,3.7,43.8,0.6,1.7,33.7,0.7,1.1,67.2,1.7,1.2,0.6,0.1,0.4,0,0
406,4684275,R. Dillingham,2024-25,regular,2026-02-12T22:31:30.121155,-,R. Dillingham,G,49,10.5,4.5,1.9,4.3,44.1,0.5,1.5,33.8,0.2,0.3,53.3,1.0,2.0,0.4,0.0,1.1,0,0
407,4711272,R. Sheppard,2024-25,regular,2026-02-12T22:31:30.121208,-,R. Sheppard,G,52,12.6,4.4,1.6,4.6,35.1,0.9,2.7,33.8,0.3,0.3,81.3,1.5,1.4,0.7,0.3,0.7,0,0
408,6443,R. Jackson,2024-25,regular,2026-02-12T22:31:30.121263,-,R. Jackson,PG,31,12.4,4.4,1.7,4.3,39.1,0.8,2.4,33.8,0.2,0.3,77.8,1.4,1.5,0.5,0.1,0.5,0,0
409,4277848,M. Bagley III,2024-25,regular,2026-02-12T22:31:30.121315,-,M. Bagley III,F,31,8.5,4.4,1.8,3.4,51.9,0.1,0.6,15.8,0.7,1.1,65.7,2.7,0.4,0.3,0.3,0.4,1,0
410,4397886,C. Bassey,2024-25,regular,2026-02-12T22:31:30.121369,-,C. Bassey,C,36,10.4,4.4,1.9,3.3,58.1,0.0,0.0,0.0,0.6,0.9,63.6,4.2,0.5,0.4,0.8,0.6,2,0
411,4065673,T. Bradley,2024-25,regular,2026-02-12T22:31:30.121420,-,T. Bradley,C,14,8.1,4.4,2.1,3.2,64.4,0.1,0.2,33.3,0.1,0.4,33.3,3.0,0.4,0.1,0.6,0.4,1,0
412,4066405,L. Stevens,2024-25,regular,2026-02-12T22:31:30.121475,-,L. Stevens,F,17,9.2,4.4,1.7,3.7,46.0,0.5,1.6,29.6,0.5,0.6,72.7,2.2,0.5,0.3,0.2,0.6,0,0
413,4277919,M. Bamba,2024-25,regular,2026-02-12T22:31:30.121528,-,M. Bamba,C,32,12.9,4.3,1.6,3.5,46.4,0.5,1.7,27.8,0.6,0.8,70.4,4.5,0.6,0.3,1.0,0.6,0,0
414,4432847,T. Shannon Jr.,2024-25,regular,2026-02-12T22:31:30.121581,-,T. Shannon Jr.,G,32,10.6,4.3,1.7,3.6,48.2,0.3,1.0,35.5,0.5,0.7,81.0,1.5,1.0,0.2,0.2,0.5,1,0
415,2451037,D. Theis,2024-25,regular,2026-02-12T22:31:30.121632,-,D. Theis,C,38,16.3,4.3,1.6,3.4,47.3,0.2,1.0,24.3,0.8,1.0,83.8,4.3,1.6,0.5,0.5,0.7,1,0
416,4066399,M. Potter,2024-25,regular,2026-02-12T22:31:30.121685,-,M. Potter,C,38,18.6,4.3,1.5,3.6,42.2,0.8,2.6,31.6,0.4,0.5,85.0,4.3,0.8,0.4,0.4,0.8,0,0
417,3133635,J. Carter,2024-25,regular,2026-02-12T22:31:30.121743,-,J. Carter,G,36,8.9,4.3,1.5,4.1,37.7,1.0,2.9,33.3,0.2,0.3,80.0,1.1,1.1,0.4,0.1,0.3,0,0
418,4433083,C. Spencer,2024-25,regular,2026-02-12T22:31:30.121794,-,C. Spencer,G,25,10.1,4.2,1.4,3.3,41.5,0.8,2.1,36.5,0.8,0.8,100.0,1.2,1.4,0.4,0.0,0.2,0,0
419,4870562,D. Barlow,2024-25,regular,2026-02-12T22:31:30.121849,-,D. Barlow,F,35,10.7,4.2,1.7,3.2,53.1,0.2,0.8,25.9,0.6,0.9,63.6,2.4,0.5,0.3,0.5,0.1,1,0
420,4066268,D. Reath,2024-25,regular,2026-02-12T22:31:30.121903,-,D. Reath,C,46,10.2,4.2,1.5,3.6,42.2,0.7,2.3,32.1,0.4,0.5,90.9,2.0,0.6,0.3,0.3,0.3,0,0
421,4397693,K. Edwards,2024-25,regular,2026-02-12T22:31:30.121955,-,K. Edwards,F,40,15.2,4.2,1.7,3.4,49.6,0.6,1.4,40.7,0.3,0.3,92.3,2.9,1.1,0.5,0.5,0.4,1,0
422,4592187,W. Moore Jr.,2024-25,regular,2026-02-12T22:31:30.122008,-,W. Moore Jr.,F,36,13.9,4.2,1.6,3.5,46.8,0.4,1.1,34.1,0.5,0.6,81.8,2.6,1.2,0.6,0.1,0.8,1,0
423,2528693,T. Craig,2024-25,regular,2026-02-12T22:31:30.122061,-,T. Craig,SF,26,12.1,4.2,1.5,3.5,42.2,0.9,2.5,36.4,0.3,0.5,66.7,2.8,0.7,0.3,0.5,0.3,0,0
424,4684286,M. Lewis,2024-25,regular,2026-02-12T22:31:30.122113,-,M. Lewis,F,28,11.7,4.1,1.6,3.9,41.7,0.7,1.8,38.0,0.3,0.4,70.0,2.0,0.7,0.3,0.3,0.5,0,0
425,4396818,J. Miller,2024-25,regular,2026-02-12T22:31:30.122165,-,J. Miller,G,37,11.4,4.1,1.6,3.6,43.3,0.2,1.0,21.1,0.8,0.9,80.0,1.6,0.9,0.5,0.1,0.7,0,0
426,4278562,P. Reed,2024-25,regular,2026-02-12T22:31:30.122217,-,P. Reed,F,45,9.7,4.1,1.6,3.2,50.7,0.2,0.6,28.6,0.7,0.9,76.2,2.7,1.0,0.9,0.6,0.6,0,0
427,4278077,J. Vanderbilt,2024-25,regular,2026-02-12T22:31:30.122268,-,J. Vanderbilt,F,36,16.1,4.1,1.6,3.4,48.8,0.3,0.9,28.1,0.6,1.0,55.6,5.1,1.1,1.0,0.3,0.8,0,0
428,4398390,J. Pickett,2024-25,regular,2026-02-12T22:31:30.122321,-,J. Pickett,G,49,13.6,4.1,1.6,3.7,42.8,0.8,2.1,39.6,0.1,0.2,75.0,1.4,2.2,0.4,0.1,0.5,1,1
429,4432247,J. Clark,2024-25,regular,2026-02-12T22:31:30.122374,-,J. Clark,G,40,13.1,4.1,1.4,3.0,46.7,0.6,1.3,43.1,0.7,0.9,78.4,1.3,0.7,0.9,0.1,0.2,0,0
430,4997536,G. Santos,2024-25,regular,2026-02-12T22:31:30.122425,-,G. Santos,F,56,13.6,4.1,1.5,3.2,45.8,0.6,1.8,33.0,0.5,0.8,69.0,3.1,1.4,0.4,0.2,0.8,0,0
431,4433378,C. Jones,2024-25,regular,2026-02-12T22:31:30.122476,-,C. Jones,G,39,13.2,4.0,1.5,3.3,45.7,0.4,1.3,32.7,0.6,0.9,65.7,2.2,1.1,0.7,0.3,0.6,1,0
432,2581190,J. Richardson,2024-25,regular,2026-02-12T22:31:30.122528,-,J. Richardson,SG,8,18.6,4.0,1.4,4.8,28.9,0.8,2.8,27.3,0.5,0.5,100.0,1.5,1.5,1.0,0.1,1.0,0,0
433,4066668,M. Flynn,2024-25,regular,2026-02-12T22:31:30.122581,-,M. Flynn,PG,4,11.0,4.0,1.3,3.3,38.5,0.3,1.0,25.0,1.3,1.5,83.3,1.8,1.8,0.8,0.0,1.0,0,0
434,4397251,R. Harper Jr.,2024-25,regular,2026-02-12T22:31:30.122647,-,R. Harper Jr.,G,1,17.0,4.0,1.0,8.0,12.5,0.0,6.0,0.0,2.0,2.0,100.0,7.0,2.0,0.0,0.0,0.0,0,0
435,3012,K. Lowry,2024-25,regular,2026-02-12T22:31:30.122701,-,K. Lowry,G,35,18.8,3.9,1.2,3.3,35.0,0.8,2.5,33.0,0.8,0.9,81.8,1.9,2.7,0.9,0.3,0.6,0,0
436,4595400,O. Prosper,2024-25,regular,2026-02-12T22:31:30.122754,-,O. Prosper,F,52,11.2,3.9,1.3,3.3,40.2,0.2,1.0,23.5,0.9,1.5,64.5,2.4,0.8,0.5,0.1,0.3,0,0
437,4997526,O. Dieng,2024-25,regular,2026-02-12T22:31:30.122807,-,O. Dieng,F,37,10.9,3.8,1.5,3.4,43.2,0.6,1.9,32.4,0.3,0.4,68.8,2.2,0.8,0.5,0.2,0.5,0,0
438,4433188,D. Carter,2024-25,regular,2026-02-12T22:31:30.122860,-,D. Carter,G,36,11.0,3.8,1.3,3.5,37.0,0.5,1.7,29.5,0.7,1.2,59.1,2.1,1.1,0.6,0.1,0.5,0,0
439,4004,P. Mills,2024-25,regular,2026-02-12T22:31:30.122912,-,P. Mills,PG,29,11.1,3.8,1.2,3.3,37.5,0.9,2.6,34.7,0.4,0.5,92.9,0.8,0.9,0.4,0.1,0.6,0,0
440,4592435,B. Carlson,2024-25,regular,2026-02-12T22:31:30.122964,-,B. Carlson,C,32,7.7,3.8,1.3,3.0,44.3,0.7,2.1,33.3,0.4,0.6,77.8,1.7,0.4,0.2,0.7,0.2,1,0
441,6461,M. Morris,2024-25,regular,2026-02-12T22:31:30.123019,-,M. Morris,PF,15,10.9,3.7,1.4,4.7,30.0,0.6,2.4,25.0,0.3,0.4,83.3,1.5,1.4,0.1,0.2,0.3,0,0
442,3442,D. Jordan,2024-25,regular,2026-02-12T22:31:30.123070,-,D. Jordan,C,56,12.3,3.7,1.6,2.5,65.0,0.0,0.0,0.0,0.5,1.1,42.2,5.1,0.9,0.3,0.5,0.7,3,0
443,4433620,E. Bates,2024-25,regular,2026-02-12T22:31:30.123122,-,E. Bates,F,10,7.5,3.7,1.3,3.8,34.2,1.1,3.0,36.7,0.0,0.0,0.0,0.7,0.8,0.1,0.1,0.2,0,0
444,4701233,C. Porter Jr.,2024-25,regular,2026-02-12T22:31:30.123175,-,C. Porter Jr.,G,51,10.1,3.7,1.4,2.7,51.4,0.4,0.9,43.8,0.5,0.6,71.9,1.3,1.4,0.3,0.3,0.7,0,0
445,4066889,J. Rowe,2024-25,regular,2026-02-12T22:31:30.123229,-,J. Rowe,F,6,8.7,3.7,1.3,2.8,47.1,0.5,1.7,30.0,0.5,1.0,50.0,1.8,0.7,0.7,0.0,0.2,0,0
446,4593841,B. Scheierman,2024-25,regular,2026-02-12T22:31:30.123280,-,B. Scheierman,G,31,12.4,3.6,1.3,3.5,35.5,0.8,2.6,31.7,0.3,0.4,75.0,2.1,1.1,0.5,0.1,0.4,0,0
447,3136777,J. Tate,2024-25,regular,2026-02-12T22:31:30.123333,-,J. Tate,F,52,11.3,3.6,1.3,2.8,47.3,0.3,0.9,34.8,0.6,0.9,68.1,2.3,0.9,0.5,0.1,0.4,0,0
448,4683747,J. Tyson,2024-25,regular,2026-02-12T22:31:30.123386,-,J. Tyson,G,47,9.6,3.6,1.4,3.2,43.0,0.4,1.2,34.5,0.4,0.5,79.2,2.0,0.9,0.3,0.1,0.6,1,0
449,4702233,J. Thor,2024-25,regular,2026-02-12T22:31:30.123438,-,J. Thor,F,20,12.5,3.6,1.3,3.0,42.4,0.3,1.1,28.6,0.8,1.1,68.2,2.4,0.3,0.4,0.5,0.5,0,0
450,2583639,E. Payton,2024-25,regular,2026-02-12T22:31:30.123490,-,E. Payton,G,24,21.3,3.5,1.7,5.1,32.8,0.0,0.3,16.7,0.2,0.3,57.1,3.3,6.9,1.0,0.5,2.5,2,0
451,6446,C. Joseph,2024-25,regular,2026-02-12T22:31:30.123540,-,C. Joseph,PG,50,12.2,3.5,1.2,3.1,40.3,0.8,2.1,36.4,0.3,0.4,77.8,1.5,1.4,0.5,0.1,0.4,0,0
452,4277951,L. Garza,2024-25,regular,2026-02-12T22:31:30.123593,-,L. Garza,C,39,5.6,3.5,1.3,2.7,49.5,0.3,0.9,27.8,0.6,0.9,68.6,1.4,0.3,0.2,0.1,0.3,0,0
453,2528588,D. McDermott,2024-25,regular,2026-02-12T22:31:30.123644,-,D. McDermott,F,42,8.1,3.5,1.2,2.8,42.7,1.0,2.4,43.6,0.1,0.1,60.0,0.5,0.2,0.1,0.0,0.1,0,0
454,3032978,D. Saric,2024-25,regular,2026-02-12T22:31:30.123697,-,D. Saric,F,16,13.1,3.5,1.3,3.6,36.2,0.4,1.6,26.9,0.4,0.6,70.0,3.1,1.4,0.4,0.1,0.9,1,0
455,4277952,B. Fernando,2024-25,regular,2026-02-12T22:31:30.123749,-,B. Fernando,F,17,8.6,3.4,1.5,2.9,53.1,0.0,0.0,0.0,0.4,0.5,75.0,3.0,1.1,0.2,0.5,0.8,0,0
456,4280245,J. Bouyea,2024-25,regular,2026-02-12T22:31:30.123804,-,J. Bouyea,G,5,12.4,3.4,1.2,2.4,50.0,0.2,1.0,20.0,0.8,1.2,66.7,1.0,2.0,0.8,0.4,1.6,0,0
457,5107818,I. Jones,2024-25,regular,2026-02-12T22:31:30.123855,-,I. Jones,C,40,7.6,3.4,1.4,2.1,65.1,0.1,0.2,37.5,0.6,0.9,63.9,1.4,0.3,0.1,0.3,0.4,0,0
458,2595209,D. Lee,2024-25,regular,2026-02-12T22:31:30.123910,-,D. Lee,SG,25,5.8,3.3,1.1,3.0,36.5,0.4,1.5,24.3,0.8,0.8,95.2,0.8,0.4,0.2,0.0,0.4,0,0
459,4278075,K. Knox II,2024-25,regular,2026-02-12T22:31:30.123961,-,K. Knox II,F,14,6.0,3.3,1.3,2.6,50.0,0.3,1.1,26.7,0.4,0.6,75.0,1.2,0.4,0.1,0.3,0.3,0,0
460,4397821,N. Williams,2024-25,regular,2026-02-12T22:31:30.124015,-,N. Williams,G,20,7.4,3.3,1.4,3.1,43.5,0.3,1.3,23.1,0.3,0.4,62.5,0.7,0.5,0.4,0.2,0.7,0,0
461,4431690,Z. Nnaji,2024-25,regular,2026-02-12T22:31:30.124067,-,Z. Nnaji,F,57,10.7,3.2,1.2,2.5,49.6,0.3,0.9,32.7,0.5,0.8,61.4,1.6,0.4,0.4,0.7,0.2,0,0
462,4397449,E. Harkless,2024-25,regular,2026-02-12T22:31:30.124120,-,E. Harkless,G,10,13.8,3.2,1.1,3.5,31.4,0.7,2.5,28.0,0.3,0.6,50.0,2.1,0.8,1.0,0.1,0.3,0,0
463,4395627,C. Reddish,2024-25,regular,2026-02-12T22:31:30.124173,-,C. Reddish,SF,33,17.8,3.2,1.2,2.8,40.4,0.4,1.4,27.7,0.5,0.8,61.5,2.0,0.7,1.0,0.3,0.4,0,0
464,3064447,D. Wright,2024-25,regular,2026-02-12T22:31:30.124225,-,D. Wright,G,40,15.9,3.1,1.1,3.3,34.4,0.5,1.8,27.4,0.4,0.6,60.0,1.7,1.9,0.9,0.3,0.6,0,0
465,3950760,K. Kelley,2024-25,regular,2026-02-12T22:31:30.124277,-,K. Kelley,C,11,11.5,3.1,1.3,2.0,63.6,0.0,0.0,0.0,0.5,0.9,60.0,3.5,0.5,0.1,0.3,0.4,1,0
466,2960236,M. Kleber,2024-25,regular,2026-02-12T22:31:30.124331,-,M. Kleber,F,34,18.7,3.0,1.1,2.8,38.5,0.4,1.4,26.5,0.5,0.6,76.2,2.8,1.3,0.3,0.5,0.7,0,0
