rank,player_id,player_name,season,season_type,scraped_at,rk,name,pos,gp,min,pts,fgm,fga,fg_percent,3pm,3pa,3p_percent,ftm,fta,ft_percent,reb,ast,stl,blk,to,dd2,td3
130,6429,A. Burks,2023-24,regular,2026-02-12T22:29:26.295872,130,A. Burks,SG,66,18.4,10.4,3.2,8.6,36.9,1.9,5.0,37.6,2.2,2.5,86.8,2.3,1.3,0.4,0.2,0.7,0,0
131,4066218,G. Williams,2023-24,regular,2026-02-12T22:29:26.295926,131,G. Williams,F,76,28.0,10.3,3.6,8.0,45.6,1.7,4.4,37.5,1.4,1.8,75.7,4.2,2.3,0.6,0.5,1.4,2,0
132,4278355,O. Toppin,2023-24,regular,2026-02-12T22:29:26.295977,132,O. Toppin,F,82,21.1,10.3,4.0,7.1,57.3,1.2,3.1,40.3,0.9,1.2,77.0,3.9,1.6,0.6,0.5,0.8,1,0
133,2530530,T.J. McConnell,2023-24,regular,2026-02-12T22:29:26.296031,133,T.J. McConnell,G,71,18.2,10.2,4.6,8.4,55.6,0.3,0.6,40.9,0.7,0.9,79.0,2.7,5.5,1.0,0.1,1.5,4,0
134,4066372,K. Huerter,2023-24,regular,2026-02-12T22:29:26.296084,134,K. Huerter,G,64,24.4,10.2,3.9,8.8,44.3,1.9,5.3,36.1,0.6,0.7,76.6,3.5,2.6,0.7,0.4,0.8,2,0
135,6443,R. Jackson,2023-24,regular,2026-02-12T22:29:26.296138,135,R. Jackson,PG,82,22.2,10.2,4.0,9.2,43.1,1.2,3.5,35.9,1.0,1.2,80.6,1.9,3.8,0.5,0.1,1.3,2,0
136,2581018,K. Caldwell-Pope,2023-24,regular,2026-02-12T22:29:26.296191,136,K. Caldwell-Pope,G,76,31.6,10.1,3.6,7.7,46.0,1.6,4.1,40.6,1.3,1.5,89.4,2.4,2.4,1.3,0.6,1.0,0,0
137,2991350,A. Caruso,2023-24,regular,2026-02-12T22:29:26.296246,137,A. Caruso,G,71,28.7,10.1,3.6,7.6,46.8,1.9,4.7,40.8,1.0,1.4,76.0,3.8,3.5,1.7,1.0,1.4,1,0
138,4395626,T. Jones,2023-24,regular,2026-02-12T22:29:26.296298,138,T. Jones,G,77,27.8,10.0,3.9,7.8,50.5,0.8,2.5,33.5,1.3,1.5,85.6,3.8,6.2,1.0,0.1,1.5,5,1
139,3138160,C. Martin,2023-24,regular,2026-02-12T22:29:26.296352,139,C. Martin,F,64,27.5,10.0,3.8,8.7,43.1,1.3,3.6,34.9,1.2,1.5,77.8,4.4,2.2,0.7,0.5,1.2,2,0
140,4397189,J. Smith,2023-24,regular,2026-02-12T22:29:26.296405,140,J. Smith,F,61,17.2,9.9,3.8,6.5,59.2,1.0,2.4,42.4,1.2,1.7,69.2,5.5,1.0,0.3,0.6,0.7,5,0
141,2489663,K. Olynyk,2023-24,regular,2026-02-12T22:29:26.296459,141,K. Olynyk,F,78,22.6,9.8,3.5,6.4,55.5,0.8,2.0,38.7,1.9,2.3,83.3,5.3,4.4,0.9,0.4,1.9,6,0
142,4277890,L. Walker IV,2023-24,regular,2026-02-12T22:29:26.296513,142,L. Walker IV,G,58,17.4,9.7,3.6,8.5,42.3,1.8,4.7,38.4,0.8,1.0,76.3,2.2,1.3,0.6,0.3,0.9,0,0
143,4278076,N. Richards,2023-24,regular,2026-02-12T22:29:26.296566,143,N. Richards,C,67,26.3,9.7,3.9,5.6,69.1,0.0,0.0,0.0,2.0,2.7,73.7,8.0,0.8,0.4,1.1,1.1,19,0
144,4066354,P. Pritchard,2023-24,regular,2026-02-12T22:29:26.296617,144,P. Pritchard,G,82,22.3,9.6,3.6,7.7,46.8,1.8,4.7,38.5,0.6,0.7,82.1,3.2,3.4,0.5,0.1,0.7,3,0
145,4684740,A. Thompson,2023-24,regular,2026-02-12T22:29:26.296671,145,A. Thompson,G,62,22.4,9.5,3.9,7.2,53.6,0.1,0.9,13.8,1.7,2.5,68.4,6.6,2.6,1.3,0.6,1.5,13,1
146,3062679,J. Hart,2023-24,regular,2026-02-12T22:29:26.296721,146,J. Hart,G,81,33.4,9.4,3.6,8.4,43.4,1.0,3.2,31.0,1.1,1.4,79.1,8.3,4.1,0.9,0.3,1.5,21,6
147,4432822,I. Okoro,2023-24,regular,2026-02-12T22:29:26.296776,147,I. Okoro,F,69,27.3,9.4,3.4,7.0,49.0,1.2,3.1,39.1,1.3,2.0,67.9,3.0,1.9,0.8,0.5,0.8,0,0
148,2990969,G. Niang,2023-24,regular,2026-02-12T22:29:26.296827,148,G. Niang,F,82,22.3,9.4,3.5,7.7,44.9,1.8,4.8,37.6,0.6,0.7,85.0,3.4,1.2,0.4,0.2,0.9,0,0
149,4709138,B. Podziemski,2023-24,regular,2026-02-12T22:29:26.296879,149,B. Podziemski,G,74,26.6,9.2,3.7,8.1,45.4,1.2,3.2,38.5,0.7,1.1,63.3,5.8,3.7,0.8,0.2,1.2,7,0
150,4395712,A. Nembhard,2023-24,regular,2026-02-12T22:29:26.296931,150,A. Nembhard,G,68,25.0,9.2,3.8,7.7,49.8,0.9,2.5,35.7,0.7,0.8,80.4,2.1,4.1,0.9,0.1,1.5,1,0
151,4565201,M. Branham,2023-24,regular,2026-02-12T22:29:26.296985,151,M. Branham,G,75,21.3,9.2,3.6,8.4,43.2,1.2,3.6,34.7,0.7,0.8,87.3,2.0,2.1,0.4,0.1,1.2,0,0
152,2779,C. Paul,2023-24,regular,2026-02-12T22:29:26.297037,152,C. Paul,G,58,26.4,9.2,3.6,8.1,44.1,1.3,3.6,37.1,0.7,0.9,82.7,3.9,6.8,1.2,0.1,1.3,5,0
153,4066268,D. Reath,2023-24,regular,2026-02-12T22:29:26.297090,153,D. Reath,C,68,17.9,9.1,3.4,7.3,46.1,1.3,3.6,35.9,1.0,1.4,74.2,3.7,1.0,0.5,0.6,0.8,1,0
154,4065804,S. Hauser,2023-24,regular,2026-02-12T22:29:26.297142,154,S. Hauser,F,79,22.0,9.0,3.2,7.1,44.6,2.5,5.9,42.4,0.2,0.2,89.5,3.5,1.0,0.5,0.3,0.4,0,0
155,2990962,T. Prince,2023-24,regular,2026-02-12T22:29:26.297196,155,T. Prince,F,78,27.0,8.9,3.2,7.3,44.2,1.8,4.6,39.6,0.6,0.9,73.5,2.9,1.5,0.7,0.4,0.9,0,0
156,4432446,J. Walker,2023-24,regular,2026-02-12T22:29:26.297249,156,J. Walker,F,72,23.6,8.9,3.3,7.1,46.0,0.6,1.9,29.5,1.8,2.4,75.4,7.1,1.0,0.6,0.3,0.9,11,0
157,4684742,A. Thompson,2023-24,regular,2026-02-12T22:29:26.297302,157,A. Thompson,G,63,25.1,8.8,3.7,7.6,48.3,0.3,1.8,18.6,1.1,1.9,59.7,6.4,1.9,1.1,0.9,1.3,2,0
158,3907823,T. Mann,2023-24,regular,2026-02-12T22:29:26.297365,158,T. Mann,G,75,25.0,8.8,3.4,6.6,51.5,0.9,2.7,34.8,1.1,1.3,83.2,3.4,1.6,0.6,0.2,0.6,2,0
159,3213,A. Horford,2023-24,regular,2026-02-12T22:29:26.297421,159,A. Horford,C,65,26.8,8.6,3.3,6.4,51.1,1.7,4.0,41.9,0.4,0.5,86.7,6.4,2.6,0.6,1.0,0.7,3,0
160,3936099,D. Jones Jr.,2023-24,regular,2026-02-12T22:29:26.297484,160,D. Jones Jr.,F,76,23.5,8.6,3.1,6.5,48.3,1.1,3.1,34.3,1.3,1.8,71.3,3.3,1.0,0.7,0.7,0.9,2,0
161,2578185,D. Finney-Smith,2023-24,regular,2026-02-12T22:29:26.297540,161,D. Finney-Smith,F,68,28.5,8.5,3.2,7.5,42.1,1.7,4.9,34.8,0.5,0.7,71.7,4.7,1.6,0.8,0.6,0.9,0,0
162,5106258,G. Dick,2023-24,regular,2026-02-12T22:29:26.297596,162,G. Dick,G,60,21.1,8.5,3.2,7.4,42.5,1.5,4.0,36.5,0.7,0.9,86.3,2.2,1.1,0.6,0.0,0.8,0,0
163,5104155,B. Coulibaly,2023-24,regular,2026-02-12T22:29:26.297651,163,B. Coulibaly,G,63,27.2,8.4,3.0,6.9,43.5,1.0,2.9,34.6,1.5,2.1,70.2,4.1,1.7,0.9,0.8,1.4,1,0
164,6585,A. Drummond,2023-24,regular,2026-02-12T22:29:26.297708,164,A. Drummond,C,79,17.1,8.4,3.4,6.1,55.6,0.0,0.0,0.0,1.6,2.8,59.2,9.0,0.5,0.9,0.6,1.0,18,0
165,4431823,M. McBride,2023-24,regular,2026-02-12T22:29:26.297761,165,M. McBride,G,68,19.5,8.3,3.0,6.7,45.2,1.6,3.9,41.0,0.6,0.7,86.0,1.5,1.7,0.7,0.1,0.4,0,0
166,4432107,M. Sasser,2023-24,regular,2026-02-12T22:29:26.297816,166,M. Sasser,G,71,19.0,8.3,3.1,7.2,42.8,1.3,3.4,37.5,0.8,0.9,87.9,1.8,3.3,0.6,0.2,1.3,1,0
167,4395702,I. Joe,2023-24,regular,2026-02-12T22:29:26.297868,167,I. Joe,G,78,18.5,8.2,2.8,6.2,45.8,1.9,4.5,41.6,0.6,0.7,86.5,2.3,1.3,0.6,0.3,0.6,0,0
168,3012,K. Lowry,2023-24,regular,2026-02-12T22:29:26.297924,168,K. Lowry,G,60,28.2,8.1,2.7,6.3,43.2,1.6,4.2,39.2,1.1,1.3,84.0,3.2,4.2,1.0,0.4,1.4,3,0
169,4433136,W. Kessler,2023-24,regular,2026-02-12T22:29:26.297977,169,W. Kessler,C,64,23.3,8.1,3.6,5.5,65.4,0.1,0.3,21.1,0.9,1.5,60.2,7.5,0.9,0.5,2.4,1.0,7,0
170,4432171,M. Moody,2023-24,regular,2026-02-12T22:29:26.298031,170,M. Moody,G,66,17.5,8.1,2.9,6.4,46.2,1.1,3.0,36.0,1.1,1.4,78.5,3.0,0.9,0.6,0.4,0.7,0,0
171,3032978,D. Saric,2023-24,regular,2026-02-12T22:29:26.298085,171,D. Saric,F,64,17.2,8.0,2.8,6.1,46.6,1.2,3.1,37.6,1.2,1.5,84.9,4.4,2.3,0.5,0.2,1.2,2,0
172,4278039,N. Alexander-Walker,2023-24,regular,2026-02-12T22:29:26.298137,172,N. Alexander-Walker,G,82,23.4,8.0,2.9,6.6,43.9,1.6,4.1,39.1,0.6,0.8,80.0,2.0,2.5,0.8,0.5,0.9,0,0
173,4066757,S. Merrill,2023-24,regular,2026-02-12T22:29:26.298202,173,S. Merrill,G,61,17.5,8.0,2.6,6.4,40.2,2.3,5.8,40.4,0.4,0.5,92.9,2.0,1.8,0.3,0.1,0.3,0,0
174,4431684,T. Jackson-Davis,2023-24,regular,2026-02-12T22:29:26.298257,174,T. Jackson-Davis,F,68,16.6,7.9,3.4,4.9,70.2,0.0,0.0,0.0,1.1,1.9,56.1,5.0,1.2,0.4,1.1,0.7,6,0
175,4683750,J. Hawkins,2023-24,regular,2026-02-12T22:29:26.298310,175,J. Hawkins,G,67,17.3,7.8,2.6,6.8,38.2,1.6,4.4,36.6,1.0,1.2,83.8,2.2,1.0,0.3,0.1,0.6,0,0
176,4222252,I. Hartenstein,2023-24,regular,2026-02-12T22:29:26.298404,176,I. Hartenstein,C,75,25.3,7.8,3.1,4.9,64.4,0.0,0.0,33.3,1.5,2.1,70.7,8.3,2.5,1.2,1.1,1.2,10,0
177,2583632,R. O'Neale,2023-24,regular,2026-02-12T22:29:26.298586,177,R. O'Neale,F,79,24.7,7.7,2.7,6.8,39.7,2.0,5.3,37.0,0.3,0.4,68.6,4.8,2.8,0.7,0.6,0.9,4,0
178,4431679,P. Achiuwa,2023-24,regular,2026-02-12T22:29:26.298664,178,P. Achiuwa,PF,74,21.9,7.6,3.2,6.3,50.1,0.4,1.3,26.8,0.9,1.5,61.6,6.6,1.3,0.6,0.9,1.1,9,0
179,4431736,T. Camara,2023-24,regular,2026-02-12T22:29:26.298724,179,T. Camara,F,70,24.8,7.5,2.8,6.3,45.0,0.8,2.5,33.7,1.1,1.4,75.8,4.9,1.2,0.9,0.5,1.2,2,0
180,3064230,C. Payne,2023-24,regular,2026-02-12T22:29:26.298782,180,C. Payne,PG,78,16.7,7.4,2.7,6.2,43.2,1.3,3.4,39.0,0.7,0.9,86.6,1.5,2.6,0.5,0.1,0.8,1,0
181,4278562,P. Reed,2023-24,regular,2026-02-12T22:29:26.298839,181,P. Reed,F,82,19.4,7.3,3.2,5.9,54.0,0.3,0.7,36.8,0.7,1.0,71.8,6.0,1.3,0.8,1.0,0.8,8,0
182,4431767,C. Braun,2023-24,regular,2026-02-12T22:29:26.298898,181,C. Braun,G,82,20.2,7.3,2.7,5.9,46.0,0.8,2.0,38.4,1.1,1.6,69.4,3.7,1.6,0.5,0.4,0.7,2,0
183,4868423,J. Hardy,2023-24,regular,2026-02-12T22:29:26.298954,183,J. Hardy,G,73,13.5,7.3,2.7,6.6,40.7,1.1,3.1,36.2,0.8,1.0,77.6,1.8,1.5,0.3,0.1,0.8,0,0
184,3136196,T. Lyles,2023-24,regular,2026-02-12T22:29:26.299024,184,T. Lyles,PF,58,20.0,7.2,2.5,5.5,44.5,1.4,3.8,38.4,0.8,1.2,70.0,4.4,1.2,0.3,0.3,0.7,1,0
185,4432808,J. Wiseman,2023-24,regular,2026-02-12T22:29:26.299086,185,J. Wiseman,C,63,17.3,7.1,3.0,4.8,61.3,0.0,0.0,0.0,1.1,1.6,70.6,5.3,0.9,0.2,0.6,1.0,7,0
186,4278594,N. Marshall,2023-24,regular,2026-02-12T22:29:26.299145,186,N. Marshall,F,66,19.0,7.1,2.6,5.6,46.3,0.9,2.3,38.7,1.0,1.3,79.1,3.6,1.9,0.7,0.2,1.0,0,0
187,3102532,V. Micic,2023-24,regular,2026-02-12T22:29:26.299204,187,V. Micic,G,60,19.6,7.0,2.7,6.2,43.0,0.7,2.6,27.9,1.0,1.3,81.3,1.5,4.4,0.5,0.1,1.7,4,0
188,4397183,A. Wiggins,2023-24,regular,2026-02-12T22:29:26.299262,188,A. Wiggins,G,78,15.7,6.9,2.7,4.8,56.2,0.8,1.6,49.2,0.7,0.9,78.9,2.4,1.1,0.7,0.2,0.7,0,0
189,4431675,T. Watford,2023-24,regular,2026-02-12T22:29:26.299325,189,T. Watford,F,63,13.6,6.9,2.6,4.9,52.7,0.4,1.1,39.7,1.2,1.5,79.4,3.1,1.3,0.4,0.3,1.0,1,0
190,4683692,C. Wallace,2023-24,regular,2026-02-12T22:29:26.299386,190,C. Wallace,G,82,20.6,6.8,2.6,5.4,49.1,1.2,2.9,41.9,0.4,0.5,78.4,2.3,1.5,0.9,0.5,0.5,0,0
191,4592479,J. Champagnie,2023-24,regular,2026-02-12T22:29:26.299450,191,J. Champagnie,F,74,19.8,6.8,2.2,5.4,40.8,1.4,3.7,36.5,1.0,1.2,81.5,2.8,1.4,0.6,0.6,0.8,0,0
192,4432194,D. Sharpe,2023-24,regular,2026-02-12T22:29:26.299531,192,D. Sharpe,C,61,15.1,6.8,2.8,4.8,57.1,0.1,0.2,26.7,1.2,2.0,61.0,6.4,1.4,0.4,0.7,1.1,6,0
193,3893016,C. Osman,2023-24,regular,2026-02-12T22:29:26.299602,193,C. Osman,SF,72,17.6,6.8,2.6,5.3,47.9,1.2,3.1,38.9,0.5,0.7,67.3,2.5,1.7,0.5,0.2,0.7,0,0
194,4065654,J. Isaac,2023-24,regular,2026-02-12T22:29:26.299668,194,J. Isaac,F,58,15.8,6.8,2.5,4.9,51.0,0.7,1.9,37.5,1.0,1.4,72.0,4.5,0.5,0.7,1.2,0.5,0,0
195,4576087,P. Watson,2023-24,regular,2026-02-12T22:29:26.299741,195,P. Watson,G,80,18.6,6.7,2.6,5.6,46.5,0.6,1.9,29.6,0.9,1.3,67.0,3.2,1.1,0.5,1.1,0.7,0,0
196,4066387,A. Coffey,2023-24,regular,2026-02-12T22:29:26.299803,196,A. Coffey,G,70,20.9,6.6,2.4,5.0,47.2,1.0,2.6,38.0,0.9,1.0,85.9,2.1,1.1,0.6,0.2,0.5,1,0
197,3922230,A. Holiday,2023-24,regular,2026-02-12T22:29:26.299866,197,A. Holiday,G,78,16.3,6.6,2.4,5.3,44.6,1.1,2.8,38.7,0.7,0.8,92.1,1.6,1.8,0.5,0.1,0.7,0,0
198,4593041,D. Roddy,2023-24,regular,2026-02-12T22:29:26.299927,198,D. Roddy,F,65,18.1,6.5,2.5,6.3,40.3,0.7,2.5,29.3,0.7,1.0,69.1,3.2,1.2,0.4,0.2,0.9,0,0
199,3209,J. Green,2023-24,regular,2026-02-12T22:29:26.300003,199,J. Green,F,78,16.8,6.5,2.1,4.7,45.6,0.7,2.1,33.1,1.6,1.9,81.9,2.3,0.9,0.2,0.4,0.6,0,0
200,2993874,K. Anderson,2023-24,regular,2026-02-12T22:29:26.300061,200,K. Anderson,F,79,22.6,6.4,2.5,5.5,46.0,0.1,0.6,22.9,1.2,1.7,70.8,3.5,4.2,0.9,0.6,1.2,0,0
201,4432170,I. Jackson,2023-24,regular,2026-02-12T22:29:26.300120,201,I. Jackson,F,60,12.9,6.4,2.6,3.9,66.5,0.0,0.1,0.0,1.2,1.7,71.6,4.0,0.8,0.6,1.0,0.7,4,0
202,2451037,D. Theis,2023-24,regular,2026-02-12T22:29:26.300179,202,D. Theis,C,60,16.9,6.3,2.6,4.9,53.2,0.4,1.2,36.6,0.6,0.8,76.0,4.1,1.0,0.4,0.9,0.7,1,0
203,3964,P. Beverley,2023-24,regular,2026-02-12T22:29:26.300238,203,P. Beverley,PG,73,20.0,6.2,2.2,5.2,41.7,0.8,2.5,33.7,1.0,1.2,82.2,3.3,2.9,0.6,0.4,0.9,2,0
204,4291678,H. Highsmith,2023-24,regular,2026-02-12T22:29:26.300293,204,H. Highsmith,F,66,20.7,6.1,2.3,5.0,46.5,1.2,2.9,39.6,0.3,0.5,63.9,3.2,1.1,0.8,0.5,0.5,0,0
205,4594326,K. Murray,2023-24,regular,2026-02-12T22:29:26.300349,205,K. Murray,F,62,21.7,6.1,2.3,5.9,39.6,0.8,3.0,26.8,0.6,0.9,66.1,3.6,1.3,0.9,0.3,0.9,1,0
206,4397018,O. Agbaji,2023-24,regular,2026-02-12T22:29:26.300424,206,O. Agbaji,G,78,21.1,5.8,2.3,5.6,41.1,0.8,2.7,29.4,0.5,0.7,66.1,2.8,1.1,0.6,0.6,0.8,0,0
207,4869342,D. Daniels,2023-24,regular,2026-02-12T22:29:26.300488,207,D. Daniels,G,61,22.3,5.8,2.3,5.1,44.7,0.7,2.2,31.1,0.6,0.9,64.2,3.9,2.7,1.4,0.4,1.0,1,0
208,2580365,L. Nance Jr.,2023-24,regular,2026-02-12T22:29:26.300544,208,L. Nance Jr.,F,61,19.9,5.7,2.3,4.0,57.3,0.4,1.1,41.5,0.8,1.0,77.0,5.0,1.9,1.0,0.3,0.8,2,0
209,2578239,P. Connaughton,2023-24,regular,2026-02-12T22:29:26.300602,209,P. Connaughton,G,76,22.1,5.6,2.0,4.6,43.5,1.1,3.1,34.5,0.6,0.8,75.9,3.1,2.1,0.5,0.3,0.6,0,0
210,4066668,M. Flynn,2023-24,regular,2026-02-12T22:29:26.300659,210,M. Flynn,PG,69,12.7,5.5,2.0,4.7,41.8,0.8,2.4,33.1,0.8,1.0,73.2,1.7,1.9,0.6,0.1,0.9,0,0
211,2528588,D. McDermott,2023-24,regular,2026-02-12T22:29:26.300715,211,D. McDermott,F,64,14.1,5.5,1.9,4.4,43.3,1.5,3.6,41.0,0.2,0.3,57.9,0.9,1.1,0.3,0.0,0.4,0,0
212,3907498,M. Thybulle,2023-24,regular,2026-02-12T22:29:26.300770,212,M. Thybulle,G,65,22.9,5.4,1.9,4.9,39.7,1.2,3.6,34.6,0.3,0.4,75.9,2.1,1.4,1.7,0.8,0.6,0,0
213,2991139,K. Dunn,2023-24,regular,2026-02-12T22:29:26.300828,213,K. Dunn,G,66,18.9,5.4,2.2,4.7,47.0,0.6,1.7,36.9,0.3,0.5,68.8,2.9,3.8,1.0,0.4,1.2,1,0
214,3416,N. Batum,2023-24,regular,2026-02-12T22:29:26.300930,214,N. Batum,F,60,25.5,5.3,1.9,4.3,45.3,1.2,3.1,39.5,0.3,0.4,71.4,4.1,2.1,0.8,0.6,0.7,0,0
215,3064560,L. Kornet,2023-24,regular,2026-02-12T22:29:26.300985,215,L. Kornet,C,63,15.6,5.3,2.3,3.2,70.0,0.0,0.0,100.0,0.8,0.9,90.7,4.1,1.1,0.4,1.0,0.3,1,0
216,4278053,D. Mitchell,2023-24,regular,2026-02-12T22:29:26.301041,216,D. Mitchell,G,72,15.3,5.3,2.0,4.5,45.2,0.8,2.2,36.1,0.4,0.6,71.4,1.3,1.9,0.2,0.0,0.6,0,0
217,4576086,B. McGowens,2023-24,regular,2026-02-12T22:29:26.301094,217,B. McGowens,G,59,14.9,5.1,1.7,3.9,43.9,0.6,1.7,33.3,1.1,1.4,77.6,1.7,0.9,0.4,0.2,0.5,0,0
218,3914285,D. Eubanks,2023-24,regular,2026-02-12T22:29:26.301162,218,D. Eubanks,F,75,15.6,5.1,2.0,3.4,60.1,0.0,0.0,100.0,1.0,1.2,77.4,4.3,0.8,0.4,0.8,0.8,0,0
219,4348700,G. Bitadze,2023-24,regular,2026-02-12T22:29:26.301216,219,G. Bitadze,C,62,15.4,5.0,2.0,3.4,60.3,0.0,0.2,14.3,0.9,1.4,65.5,4.6,1.3,0.5,1.2,0.7,5,0
220,3133635,J. Carter,2023-24,regular,2026-02-12T22:29:26.301273,220,J. Carter,G,72,13.9,5.0,1.9,5.1,37.8,1.1,3.3,32.9,0.1,0.1,57.1,0.8,1.3,0.5,0.2,0.5,1,0
221,3913180,G. Mathews,2023-24,regular,2026-02-12T22:29:26.301330,221,G. Mathews,G,66,15.0,4.9,1.6,3.4,45.6,1.3,2.9,44.0,0.5,0.6,81.0,1.4,0.6,0.3,0.1,0.3,0,0
222,3133626,K. Williams,2023-24,regular,2026-02-12T22:29:26.301387,222,K. Williams,G,69,14.9,4.7,1.9,4.1,46.8,0.8,2.0,39.7,0.1,0.2,50.0,3.0,1.3,0.6,0.1,0.5,0,0
223,4065663,J. Okogie,2023-24,regular,2026-02-12T22:29:26.301442,223,J. Okogie,G,60,16.0,4.6,1.4,3.4,41.7,0.5,1.6,30.9,1.3,1.7,74.5,2.6,1.1,0.8,0.4,0.6,0,0
224,4712849,A. Black,2023-24,regular,2026-02-12T22:29:26.301505,224,A. Black,G,69,16.9,4.6,1.7,3.6,46.6,0.5,1.4,39.4,0.7,1.2,61.3,2.0,1.3,0.5,0.3,0.8,0,0
225,3155535,K. Looney,2023-24,regular,2026-02-12T22:29:26.301564,225,K. Looney,F,74,16.1,4.5,1.9,3.1,59.7,0.0,0.0,0.0,0.8,1.1,67.5,5.7,1.8,0.4,0.4,0.7,1,0
226,4683935,B. Wesley,2023-24,regular,2026-02-12T22:29:26.301619,226,B. Wesley,G,61,14.4,4.4,1.7,3.5,47.4,0.2,0.9,21.8,0.9,1.3,66.7,1.5,2.7,0.5,0.1,0.9,0,0
227,2968436,J. Ingles,2023-24,regular,2026-02-12T22:29:26.301673,227,J. Ingles,F,68,17.2,4.4,1.5,3.3,43.6,1.0,2.4,43.5,0.4,0.5,82.4,2.1,3.0,0.6,0.1,1.0,0,0
228,4397077,J. Hayes,2023-24,regular,2026-02-12T22:29:26.301728,228,J. Hayes,C,70,12.5,4.3,1.8,2.5,72.0,0.0,0.1,0.0,0.7,1.2,62.2,3.0,0.5,0.5,0.4,0.6,2,0
229,4433623,C. Houstan,2023-24,regular,2026-02-12T22:29:26.301781,229,C. Houstan,G,59,13.8,4.3,1.4,3.5,38.8,1.2,3.3,37.3,0.4,0.4,80.8,1.4,0.5,0.3,0.1,0.3,0,0
230,4432582,M. Christie,2023-24,regular,2026-02-12T22:29:26.301837,230,M. Christie,G,67,14.1,4.2,1.5,3.6,42.7,0.6,1.8,35.6,0.5,0.7,78.3,2.1,0.9,0.3,0.3,0.5,0,0
231,4278508,T. Brown Jr.,2023-24,regular,2026-02-12T22:29:26.301890,231,T. Brown Jr.,F,59,14.0,4.2,1.4,3.8,37.2,0.8,2.4,33.3,0.5,0.6,86.5,2.4,1.0,0.4,0.1,0.5,0,0
232,3136777,J. Tate,2023-24,regular,2026-02-12T22:29:26.301943,232,J. Tate,F,65,15.9,4.1,1.7,3.5,47.2,0.4,1.2,29.9,0.4,0.6,66.7,3.0,1.0,0.6,0.2,0.6,0,0
233,2284101,J. Holiday,2023-24,regular,2026-02-12T22:29:26.301995,233,J. Holiday,F,58,14.9,4.0,1.5,3.3,45.4,0.9,2.3,40.4,0.1,0.1,75.0,1.2,1.2,0.6,0.2,0.2,0,0
234,4432823,J. Williams,2023-24,regular,2026-02-12T22:29:26.302051,234,J. Williams,F,69,13.0,4.0,1.4,3.3,41.7,0.8,2.1,36.8,0.5,0.6,80.5,3.4,1.6,0.4,0.4,0.5,0,0
235,4592402,C. Duarte,2023-24,regular,2026-02-12T22:29:26.302104,235,C. Duarte,SG,59,12.2,3.9,1.4,3.6,38.1,0.7,2.2,34.6,0.4,0.6,78.8,1.8,0.7,0.5,0.1,0.4,0,0
236,4431828,K. Martin,2023-24,regular,2026-02-12T22:29:26.302159,236,K. Martin,F,60,12.4,3.7,1.6,3.0,53.6,0.1,0.5,28.6,0.4,0.7,53.7,2.2,0.9,0.4,0.2,0.5,1,0
237,2531367,D. Powell,2023-24,regular,2026-02-12T22:29:26.302212,237,D. Powell,F,63,13.3,3.3,1.1,1.7,67.9,0.0,0.0,33.3,1.0,1.4,70.8,3.4,1.3,0.4,0.3,0.5,1,0
238,4431690,Z. Nnaji,2023-24,regular,2026-02-12T22:29:26.302267,238,Z. Nnaji,F,58,9.9,3.2,1.2,2.6,46.3,0.1,0.4,26.1,0.7,1.1,67.7,2.2,0.6,0.3,0.7,0.5,0,0
239,4702233,J. Thor,2023-24,regular,2026-02-12T22:29:26.302322,239,J. Thor,F,63,12.4,3.2,1.3,2.9,43.7,0.4,1.3,34.6,0.2,0.3,55.0,2.3,0.5,0.2,0.4,0.2,0,0
240,4433159,D. Terry,2023-24,regular,2026-02-12T22:29:26.302375,240,D. Terry,F,59,11.5,3.1,1.2,2.7,43.9,0.3,1.3,23.0,0.4,0.7,58.1,1.9,1.4,0.5,0.3,0.5,0,0
241,3059318,J. Embiid,2023-24,regular,2026-02-12T22:29:26.302429,-,J. Embiid,C,39,33.6,34.7,11.5,21.8,52.9,1.4,3.6,38.8,10.2,11.6,88.3,11.0,5.6,1.2,1.7,3.8,30,2
242,3908809,D. Mitchell,2023-24,regular,2026-02-12T22:29:26.302484,-,D. Mitchell,G,55,35.3,26.6,9.1,19.8,46.2,3.3,9.0,36.8,5.0,5.8,86.5,5.1,6.1,1.8,0.5,2.8,6,0
243,4277905,T. Young,2023-24,regular,2026-02-12T22:29:26.302538,-,T. Young,G,54,36.0,25.7,8.0,18.7,43.0,3.2,8.7,37.3,6.4,7.5,85.5,2.8,10.8,1.3,0.2,4.4,37,0
244,4279888,J. Morant,2023-24,regular,2026-02-12T22:29:26.302590,-,J. Morant,G,9,35.3,25.1,8.9,18.9,47.1,1.6,5.7,27.5,5.8,7.1,81.3,5.6,8.1,0.8,0.6,3.0,3,0
245,3064514,J. Randle,2023-24,regular,2026-02-12T22:29:26.302645,-,J. Randle,F,46,35.4,24.0,8.6,18.2,47.2,1.7,5.3,31.1,5.1,6.6,78.1,9.2,5.0,0.5,0.3,3.5,18,1
246,4432816,L. Ball,2023-24,regular,2026-02-12T22:29:26.302699,-,L. Ball,G,22,32.3,23.9,8.3,19.2,43.3,3.2,9.0,35.5,4.1,4.7,86.5,5.1,8.0,1.8,0.2,3.8,7,1
