rank,player_id,player_name,season,season_type,scraped_at,rk,name,pos,gp,min,pts,fgm,fga,fg_percent,3pm,3pa,3p_percent,ftm,fta,ft_percent,reb,ast,stl,blk,to,dd2,td3
364,4066335,K. Simmons,2023-24,regular,2026-02-12T22:29:26.309506,-,K. Simmons,G,4,16.8,5.0,2.3,5.3,42.9,0.5,2.0,25.0,0.0,0.0,0.0,1.8,3.0,1.5,0.5,0.3,0,0
365,4431714,J. Wilson,2023-24,regular,2026-02-12T22:29:26.309558,-,J. Wilson,F,43,15.5,5.0,1.8,4.2,42.5,0.6,1.7,32.4,0.9,1.1,82.6,3.0,1.0,0.3,0.1,0.4,1,0
366,2993370,R. Holmes,2023-24,regular,2026-02-12T22:29:26.309612,-,R. Holmes,F,40,13.9,5.0,2.1,3.7,55.8,0.0,0.1,33.3,0.9,1.2,72.3,4.6,0.6,0.3,0.5,0.6,4,0
367,3059310,M. Morris,2023-24,regular,2026-02-12T22:29:26.309666,-,M. Morris,PG,33,14.4,5.0,1.9,4.6,40.5,0.8,2.1,38.6,0.4,0.6,68.4,1.7,2.1,0.6,0.3,0.2,0,0
368,3133601,D. Graham,2023-24,regular,2026-02-12T22:29:26.309719,-,D. Graham,PG,23,13.6,5.0,1.7,4.7,35.2,1.1,3.6,30.1,0.6,0.7,81.3,1.6,2.1,0.4,0.1,0.7,0,0
369,4277957,I. Livers,2023-24,regular,2026-02-12T22:29:26.309774,-,I. Livers,F,23,20.4,5.0,1.7,5.0,34.5,1.0,3.3,28.6,0.5,0.8,66.7,2.1,1.1,0.6,0.2,0.7,0,0
370,3146557,J. Landale,2023-24,regular,2026-02-12T22:29:26.309824,-,J. Landale,C,56,13.6,4.9,1.9,3.7,51.5,0.2,0.7,25.0,0.9,1.2,80.0,3.1,1.2,0.4,0.6,0.6,1,0
371,4397119,J. Rhoden,2023-24,regular,2026-02-12T22:29:26.309880,-,J. Rhoden,G,17,14.4,4.9,1.9,3.9,50.0,0.7,1.8,38.7,0.3,0.5,62.5,1.9,0.8,0.2,0.8,0.4,0,0
372,4066410,E. Omoruyi,2023-24,regular,2026-02-12T22:29:26.309932,-,E. Omoruyi,F,43,9.1,4.8,1.9,3.9,48.5,0.3,1.1,28.3,0.7,1.1,65.3,2.0,0.8,0.6,0.1,0.5,1,0
373,4066796,D. Jarreau,2023-24,regular,2026-02-12T22:29:26.309987,-,D. Jarreau,F,9,16.7,4.8,1.9,5.6,34.0,0.4,1.4,30.8,0.6,1.2,45.5,4.9,2.9,0.7,0.2,1.0,0,0
374,4683736,K. Bufkin,2023-24,regular,2026-02-12T22:29:26.310039,-,K. Bufkin,G,17,11.5,4.8,2.0,5.4,37.0,0.5,2.4,22.5,0.2,0.5,50.0,1.9,1.6,0.4,0.3,0.6,0,0
375,3074213,O. Yurtseven,2023-24,regular,2026-02-12T22:29:26.310096,-,O. Yurtseven,C,48,11.4,4.6,2.1,3.8,53.8,0.1,0.5,20.8,0.4,0.6,67.9,4.3,0.6,0.2,0.4,0.8,2,0
376,4585610,K. Lofton Jr.,2023-24,regular,2026-02-12T22:29:26.310151,-,K. Lofton Jr.,F,21,9.4,4.6,1.7,3.7,46.2,0.3,1.1,29.2,0.8,1.2,65.4,1.8,1.6,0.3,0.2,0.7,0,0
377,4432181,J. Strawther,2023-24,regular,2026-02-12T22:29:26.310215,-,J. Strawther,G,50,10.9,4.5,1.6,4.4,36.9,0.8,2.8,29.7,0.4,0.6,71.0,1.2,0.9,0.3,0.1,0.5,0,0
378,3915195,S. Milton,2023-24,regular,2026-02-12T22:29:26.310273,-,S. Milton,SG,48,12.1,4.5,1.6,4.1,40.5,0.4,1.3,28.1,0.8,1.0,81.6,1.6,1.3,0.4,0.1,0.6,0,0
379,4066808,T. Moore,2023-24,regular,2026-02-12T22:29:26.310329,-,T. Moore,G,4,10.0,4.5,2.0,4.8,42.1,0.3,1.8,14.3,0.3,0.5,50.0,2.0,1.3,0.5,0.0,0.8,0,0
380,4397475,A. Green,2023-24,regular,2026-02-12T22:29:26.310382,-,A. Green,G,56,11.0,4.5,1.5,3.5,42.3,1.2,3.0,40.8,0.3,0.3,89.5,1.1,0.5,0.2,0.1,0.2,0,0
381,3064447,D. Wright,2023-24,regular,2026-02-12T22:29:26.310438,-,D. Wright,G,47,15.8,4.5,1.6,4.0,39.4,0.5,1.4,36.8,0.8,1.0,82.2,1.8,2.5,1.1,0.2,0.3,0,0
382,2960236,M. Kleber,2023-24,regular,2026-02-12T22:29:26.310504,-,M. Kleber,F,43,20.3,4.4,1.5,3.4,43.2,0.7,2.1,34.8,0.8,1.1,70.2,3.3,1.6,0.4,0.7,0.7,1,0
383,4277919,M. Bamba,2023-24,regular,2026-02-12T22:29:26.310560,-,M. Bamba,C,57,13.0,4.4,1.7,3.5,49.0,0.4,1.1,39.1,0.6,0.9,68.0,4.2,0.7,0.4,1.1,0.7,1,0
384,4431720,L. Quinones,2023-24,regular,2026-02-12T22:29:26.310615,-,L. Quinones,G,37,10.6,4.4,1.5,3.8,39.7,0.9,2.4,36.4,0.5,0.8,69.0,1.9,1.0,0.2,0.1,0.5,0,0
385,4278103,J. Porter,2023-24,regular,2026-02-12T22:29:26.310672,-,J. Porter,C,26,13.8,4.4,1.5,4.0,38.5,0.8,2.3,33.3,0.6,0.7,83.3,3.2,2.3,0.8,0.8,0.8,0,0
386,4433076,B. Sheppard,2023-24,regular,2026-02-12T22:29:26.310724,-,B. Sheppard,G,57,14.3,4.4,1.6,4.0,39.3,0.9,2.7,31.4,0.4,0.5,88.5,1.6,0.9,0.6,0.0,0.3,0,0
387,4433246,P. Baldwin Jr.,2023-24,regular,2026-02-12T22:29:26.310779,-,P. Baldwin Jr.,G,38,13.0,4.4,1.6,4.1,38.1,0.8,2.6,32.0,0.5,0.7,67.9,3.2,0.8,0.5,0.4,0.5,2,0
388,4432179,M. Beauchamp,2023-24,regular,2026-02-12T22:29:26.310834,-,M. Beauchamp,F,48,12.7,4.4,1.7,3.5,48.8,0.6,1.6,40.0,0.4,0.6,67.9,2.1,0.6,0.3,0.1,0.6,0,0
389,2490620,R. Covington,2023-24,regular,2026-02-12T22:29:26.310888,-,R. Covington,PF,29,16.8,4.4,1.5,3.4,43.9,0.7,1.9,33.9,0.8,0.9,84.6,3.3,0.8,1.3,0.6,0.4,0,0
390,4870562,D. Barlow,2023-24,regular,2026-02-12T22:29:26.310940,-,D. Barlow,F,33,12.7,4.4,1.7,3.4,49.6,0.1,0.3,33.3,0.9,1.3,69.0,3.4,1.1,0.4,0.4,0.3,0,0
391,6427,B. Biyombo,2023-24,regular,2026-02-12T22:29:26.310996,-,B. Biyombo,C,40,19.8,4.4,1.9,3.3,56.5,0.0,0.0,0.0,0.7,1.4,48.1,5.2,1.3,0.3,0.9,1.1,2,0
392,4066786,J. Dowtin Jr.,2023-24,regular,2026-02-12T22:29:26.311048,-,J. Dowtin Jr.,G,12,11.8,4.3,1.7,3.0,55.6,0.8,1.6,47.4,0.3,0.3,75.0,1.7,2.3,0.6,0.1,0.4,0,0
393,4066993,D. Smith,2023-24,regular,2026-02-12T22:29:26.311104,-,D. Smith,G,9,14.6,4.3,1.7,3.7,45.5,0.8,1.9,41.2,0.2,0.2,100.0,1.6,1.6,1.0,0.3,0.6,0,0
394,3134932,J. Konchar,2023-24,regular,2026-02-12T22:29:26.311157,-,J. Konchar,G,55,21.3,4.3,1.6,3.8,42.3,0.7,2.2,31.7,0.4,0.5,84.0,4.7,2.0,0.9,0.9,0.8,1,0
395,2991155,D. House Jr.,2023-24,regular,2026-02-12T22:29:26.311210,-,D. House Jr.,SF,34,15.0,4.2,1.4,3.1,44.8,0.4,1.5,30.0,1.0,1.4,76.1,1.7,0.8,0.4,0.1,0.6,0,0
396,4278378,J. Gilyard,2023-24,regular,2026-02-12T22:29:26.311264,-,J. Gilyard,PG,41,17.0,4.2,1.5,3.7,40.0,1.2,3.1,40.5,0.0,0.0,100.0,1.1,3.3,0.8,0.1,0.7,0,0
397,4395722,A. Hagans,2023-24,regular,2026-02-12T22:29:26.311318,-,A. Hagans,G,19,16.6,4.2,1.5,3.7,40.8,0.4,1.3,32.0,0.7,0.9,82.4,2.4,2.8,0.6,0.5,1.6,0,0
398,4066450,A. Brooks,2023-24,regular,2026-02-12T22:29:26.311372,-,A. Brooks,G,10,10.4,4.2,1.5,4.6,32.6,1.1,3.2,34.4,0.1,0.2,50.0,1.8,0.5,0.1,0.1,0.3,0,0
399,3244,T. Young,2023-24,regular,2026-02-12T22:29:26.311432,-,T. Young,F,33,13.3,4.2,2.0,3.3,60.2,0.0,0.2,14.3,0.2,0.5,40.0,3.1,1.7,0.7,0.2,0.5,0,0
400,4278580,S. Mamukelashvili,2023-24,regular,2026-02-12T22:29:26.311497,-,S. Mamukelashvili,F,46,9.8,4.1,1.6,3.4,47.1,0.4,1.4,29.7,0.5,0.7,73.5,3.2,1.1,0.2,0.3,0.4,3,0
401,4423309,L. Samanic,2023-24,regular,2026-02-12T22:29:26.311557,-,L. Samanic,F,43,9.4,4.1,1.4,3.7,38.0,0.3,1.5,20.3,1.0,1.3,78.6,2.4,0.4,0.1,0.2,0.7,1,0
402,4066269,S. Mays,2023-24,regular,2026-02-12T22:29:26.311616,-,S. Mays,PG,38,11.4,4.1,1.7,4.2,39.6,0.4,1.4,29.6,0.3,0.4,76.5,1.1,2.2,0.6,0.1,0.5,2,0
403,4997526,O. Dieng,2023-24,regular,2026-02-12T22:29:26.311669,-,O. Dieng,F,33,11.1,4.0,1.5,3.5,42.2,0.6,2.1,30.0,0.4,0.5,87.5,1.5,1.1,0.2,0.2,0.6,0,0
404,3452,J. McGee,2023-24,regular,2026-02-12T22:29:26.311725,-,J. McGee,C,46,7.4,4.0,1.7,2.9,59.8,0.0,0.2,14.3,0.6,1.0,57.8,2.7,0.4,0.3,0.4,0.7,0,0
405,4278412,I. Brockington,2023-24,regular,2026-02-12T22:29:26.311777,-,I. Brockington,G,1,3.0,4.0,2.0,5.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0
406,4431673,M. Hurt,2023-24,regular,2026-02-12T22:29:26.311831,-,M. Hurt,F,8,14.1,4.0,1.5,4.3,35.3,0.6,2.5,25.0,0.4,0.4,100.0,2.0,0.5,0.4,0.4,0.3,0,0
407,4702023,A. Sanogo,2023-24,regular,2026-02-12T22:29:26.311882,-,A. Sanogo,C,9,7.3,4.0,1.6,3.0,51.9,0.0,0.0,0.0,0.9,1.3,66.7,4.0,0.0,0.1,0.0,0.6,1,0
408,4712863,M. Gueye,2023-24,regular,2026-02-12T22:29:26.311936,-,M. Gueye,F,6,12.2,4.0,1.3,3.8,34.8,0.5,1.5,33.3,0.8,1.0,83.3,3.7,0.7,0.8,0.7,0.2,0,0
409,5099752,R. Rupert,2023-24,regular,2026-02-12T22:29:26.311994,-,R. Rupert,G,39,16.2,4.0,1.4,4.1,33.5,0.7,2.0,35.9,0.5,0.6,76.0,2.4,1.6,0.3,0.1,0.8,0,0
410,4004,P. Mills,2023-24,regular,2026-02-12T22:29:26.312053,-,P. Mills,PG,32,13.0,4.0,1.4,4.1,35.1,0.8,2.7,27.6,0.3,0.3,100.0,1.1,1.1,0.6,0.0,0.5,0,0
411,4277951,L. Garza,2023-24,regular,2026-02-12T22:29:26.312105,-,L. Garza,C,25,4.9,4.0,1.4,3.0,48.0,0.4,1.3,28.1,0.7,1.0,72.0,1.2,0.2,0.2,0.0,0.2,0,0
412,3133602,S. Mykhailiuk,2023-24,regular,2026-02-12T22:29:26.312160,-,S. Mykhailiuk,G,41,10.1,4.0,1.4,3.3,41.6,1.0,2.6,38.9,0.1,0.2,66.7,1.2,0.9,0.3,0.0,0.3,0,0
413,3442,D. Jordan,2023-24,regular,2026-02-12T22:29:26.312222,-,D. Jordan,C,36,11.0,3.9,1.6,2.6,62.4,0.0,0.0,0.0,0.7,1.5,49.1,4.4,0.7,0.2,0.4,0.6,1,0
414,4397127,J. Bernard,2023-24,regular,2026-02-12T22:29:26.312280,-,J. Bernard,G,19,7.8,3.9,1.5,3.4,45.3,0.6,1.5,37.9,0.3,0.5,55.6,1.4,0.8,0.2,0.1,0.4,0,0
415,2581184,A. Gill,2023-24,regular,2026-02-12T22:29:26.312333,-,A. Gill,F,50,9.3,3.8,1.5,3.2,46.9,0.2,0.8,24.4,0.6,0.7,80.6,1.9,0.7,0.3,0.2,0.5,0,0
416,5081727,S. Cissoko,2023-24,regular,2026-02-12T22:29:26.312387,-,S. Cissoko,G,12,11.8,3.8,1.3,2.8,48.5,0.1,1.0,8.3,1.0,1.3,80.0,1.8,0.8,0.6,0.3,0.3,0,0
417,4278572,J. Cain,2023-24,regular,2026-02-12T22:29:26.312440,-,J. Cain,F,26,10.0,3.7,1.3,3.0,43.0,0.4,1.2,35.5,0.7,0.9,78.3,1.4,0.4,0.4,0.2,0.3,0,0
418,2982334,T.J. Warren,2023-24,regular,2026-02-12T22:29:26.312496,-,T.J. Warren,SF,11,11.4,3.7,1.6,3.7,43.9,0.2,1.2,15.4,0.3,0.4,75.0,2.0,0.8,0.4,0.1,0.4,0,0
419,3136779,K. Bates-Diop,2023-24,regular,2026-02-12T22:29:26.312549,-,K. Bates-Diop,SF,53,12.5,3.7,1.4,3.1,43.4,0.4,1.3,30.4,0.6,0.8,76.2,2.1,0.7,0.5,0.4,0.3,0,0
420,4397689,D. Peterson,2023-24,regular,2026-02-12T22:29:26.312603,-,D. Peterson,F,3,7.7,3.7,1.3,2.0,66.7,1.0,1.7,60.0,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.3,0,0
421,4278031,O. Brissett,2023-24,regular,2026-02-12T22:29:26.312655,-,O. Brissett,SF,55,11.5,3.7,1.2,2.8,44.4,0.3,1.0,27.3,0.9,1.5,60.2,2.9,0.8,0.3,0.1,0.4,0,0
422,5106060,J. Walker,2023-24,regular,2026-02-12T22:29:26.312712,-,J. Walker,F,33,10.3,3.6,1.4,3.3,40.9,0.7,1.7,40.0,0.2,0.3,88.9,1.9,1.2,0.5,0.3,0.5,0,0
423,4278585,C. Gillespie,2023-24,regular,2026-02-12T22:29:26.312765,-,C. Gillespie,G,24,9.4,3.6,1.3,2.9,46.4,0.6,1.6,39.5,0.3,0.5,66.7,0.9,1.1,0.5,0.0,0.6,0,0
424,4066317,L. Waters III,2023-24,regular,2026-02-12T22:29:26.312819,-,L. Waters III,F,38,7.4,3.6,1.3,2.7,47.1,1.0,2.2,43.5,0.1,0.1,100.0,1.1,0.6,0.1,0.2,0.2,0,0
425,4431712,J. Bouknight,2023-24,regular,2026-02-12T22:29:26.312870,-,J. Bouknight,SG,14,5.8,3.6,1.3,2.9,43.9,0.9,2.1,43.3,0.1,0.1,50.0,0.6,0.4,0.1,0.1,0.1,0,0
426,4997536,G. Santos,2023-24,regular,2026-02-12T22:29:26.312925,-,G. Santos,F,23,8.3,3.6,1.2,2.4,50.9,0.4,1.2,37.0,0.7,0.7,94.1,2.1,0.6,0.2,0.1,0.3,0,0
427,3134916,J. McLaughlin,2023-24,regular,2026-02-12T22:29:26.312980,-,J. McLaughlin,G,56,11.2,3.5,1.3,2.6,48.3,0.8,1.6,47.2,0.2,0.3,72.2,1.3,2.0,0.6,0.1,0.3,0,0
428,4438552,O. Bitim,2023-24,regular,2026-02-12T22:29:26.313036,-,O. Bitim,SF,23,11.7,3.5,1.4,3.7,38.1,0.5,1.9,27.3,0.2,0.2,80.0,1.4,0.6,0.1,0.1,0.4,0,0
429,4683027,T. Maledon,2023-24,regular,2026-02-12T22:29:26.313092,-,T. Maledon,PG,17,12.5,3.5,1.2,4.1,28.6,0.3,1.8,16.7,0.8,0.9,93.3,1.4,1.6,0.4,0.0,1.1,0,0
430,3133838,Y. Watanabe,2023-24,regular,2026-02-12T22:29:26.313146,-,Y. Watanabe,SF,34,13.6,3.4,1.2,3.4,35.3,0.7,2.5,29.4,0.3,0.5,58.8,1.6,0.4,0.4,0.2,0.6,0,0
431,4397126,M. Brown,2023-24,regular,2026-02-12T22:29:26.313199,-,M. Brown,C,22,9.1,3.4,1.5,3.0,50.8,0.0,0.0,0.0,0.4,1.4,29.0,3.9,0.3,0.2,0.3,0.5,0,0
432,4066264,W. Gabriel,2023-24,regular,2026-02-12T22:29:26.313250,-,W. Gabriel,F,5,16.2,3.4,1.6,4.4,36.4,0.2,1.2,16.7,0.0,1.0,0.0,5.0,0.6,0.4,0.4,1.6,0,0
433,4395676,B. Boeheim,2023-24,regular,2026-02-12T22:29:26.313305,-,B. Boeheim,F,10,8.4,3.4,0.9,2.9,31.0,0.8,2.5,32.0,0.8,1.0,80.0,1.0,0.3,0.0,0.1,0.0,0,0
434,4591725,R. Rollins,2023-24,regular,2026-02-12T22:29:26.313360,-,R. Rollins,G,13,6.0,3.4,1.1,2.1,51.9,0.2,0.3,75.0,1.0,1.3,76.5,1.0,1.1,0.8,0.2,0.6,0,0
435,4066731,J. McDaniels,2023-24,regular,2026-02-12T22:29:26.313414,-,J. McDaniels,F,50,10.8,3.4,1.3,3.8,34.4,0.2,1.4,16.9,0.5,0.7,73.0,1.6,0.7,0.4,0.1,0.6,0,0
436,4395652,N. Little,2023-24,regular,2026-02-12T22:29:26.313469,-,N. Little,SF,45,10.2,3.4,1.3,2.8,46.0,0.5,1.6,30.0,0.4,0.4,85.0,1.7,0.5,0.2,0.2,0.3,0,0
437,4065652,M. Bolden,2023-24,regular,2026-02-12T22:29:26.313522,-,M. Bolden,C,11,11.0,3.4,1.5,2.3,68.0,0.0,0.1,0.0,0.3,0.4,75.0,3.1,0.4,0.3,0.6,0.3,0,0
438,4432164,J. Springer,2023-24,regular,2026-02-12T22:29:26.313577,-,J. Springer,G,49,10.3,3.3,1.2,3.0,39.9,0.2,1.0,20.8,0.7,0.9,83.3,1.6,0.9,0.7,0.3,0.7,0,0
439,4397886,C. Bassey,2023-24,regular,2026-02-12T22:29:26.313630,-,C. Bassey,C,19,10.8,3.3,1.5,2.1,72.5,0.0,0.1,0.0,0.3,0.3,83.3,4.0,1.1,0.4,0.9,0.8,0,0
440,4066399,M. Potter,2023-24,regular,2026-02-12T22:29:26.313682,-,M. Potter,C,16,11.6,3.3,1.2,2.5,47.5,0.6,1.3,42.9,0.4,0.5,75.0,2.7,0.4,0.3,0.4,0.3,0,0
441,6474,T. Thompson,2023-24,regular,2026-02-12T22:29:26.313737,-,T. Thompson,C,49,11.2,3.3,1.5,2.4,61.3,0.0,0.0,0.0,0.3,1.1,28.8,3.6,1.0,0.2,0.3,0.6,1,0
442,4023,G. Temple,2023-24,regular,2026-02-12T22:29:26.313789,-,G. Temple,G,27,10.7,3.3,1.1,2.9,37.2,0.4,1.5,30.0,0.7,0.8,81.8,1.7,1.0,0.4,0.1,0.5,0,0
443,4432827,O. Tshiebwe,2023-24,regular,2026-02-12T22:29:26.313844,-,O. Tshiebwe,C,8,5.3,3.3,1.3,2.5,50.0,0.0,0.0,0.0,0.8,1.0,75.0,2.0,0.3,0.3,0.1,0.0,0,0
444,4683940,T. Smith,2023-24,regular,2026-02-12T22:29:26.313896,-,T. Smith,G,16,5.3,3.3,1.1,2.9,39.1,0.8,2.2,37.1,0.2,0.3,60.0,0.3,0.8,0.5,0.0,0.4,0,0
445,4067017,A.J. Lawson,2023-24,regular,2026-02-12T22:29:26.313951,-,A.J. Lawson,G,42,7.4,3.2,1.3,2.9,44.6,0.3,1.2,26.0,0.4,0.5,65.2,1.2,0.5,0.2,0.1,0.3,0,0
446,4305,I. Smith,2023-24,regular,2026-02-12T22:29:26.314011,-,I. Smith,PG,43,17.2,3.2,1.5,3.7,41.8,0.1,0.2,50.0,0.1,0.1,75.0,1.8,3.4,0.4,0.1,1.1,0,0
447,4376,B. Marjanovic,2023-24,regular,2026-02-12T22:29:26.314066,-,B. Marjanovic,C,14,5.1,3.2,1.3,2.4,52.9,0.0,0.1,0.0,0.6,1.0,64.3,2.3,0.4,0.1,0.1,0.4,0,0
448,4395698,K. Lewis Jr.,2023-24,regular,2026-02-12T22:29:26.314119,-,K. Lewis Jr.,G,28,9.4,3.2,1.2,3.3,37.0,0.1,1.2,12.1,0.6,0.7,85.0,0.9,1.3,0.3,0.1,0.5,0,0
449,4397040,B. Williams,2023-24,regular,2026-02-12T22:29:26.314181,-,B. Williams,G,17,6.6,3.2,1.2,3.2,37.0,0.2,0.9,20.0,0.6,1.0,64.7,0.8,1.0,0.1,0.1,0.4,0,0
450,3137259,G. Vincent,2023-24,regular,2026-02-12T22:29:26.314238,-,G. Vincent,G,11,19.8,3.1,1.4,4.5,30.6,0.3,2.5,10.7,0.1,0.2,50.0,0.8,1.9,0.8,0.0,0.5,0,0
451,4032,W. Matthews,2023-24,regular,2026-02-12T22:29:26.314292,-,W. Matthews,SG,36,11.5,3.1,0.9,2.7,35.1,0.7,1.9,34.8,0.5,0.7,75.0,1.5,0.6,0.4,0.3,0.2,0,0
452,4432356,J. Davis,2023-24,regular,2026-02-12T22:29:26.314346,-,J. Davis,G,50,12.3,3.0,1.2,3.1,40.3,0.3,0.8,35.0,0.3,0.5,58.3,1.4,0.6,0.4,0.2,0.3,0,0
453,4595400,O. Prosper,2023-24,regular,2026-02-12T22:29:26.314403,-,O. Prosper,F,40,8.4,3.0,1.0,2.6,38.5,0.3,1.1,28.9,0.7,1.0,68.3,2.0,0.6,0.2,0.1,0.2,0,0
454,2490089,M. Muscala,2023-24,regular,2026-02-12T22:29:26.314456,-,M. Muscala,C,53,11.3,3.0,1.1,2.9,35.9,0.5,1.8,29.2,0.3,0.5,68.0,2.4,0.7,0.2,0.2,0.4,0,0
455,4278124,S. Lee,2023-24,regular,2026-02-12T22:29:26.314509,-,S. Lee,G,24,7.7,3.0,0.8,2.3,36.4,0.1,0.7,12.5,1.2,1.6,74.4,1.3,1.3,0.3,0.1,0.3,0,0
456,4432813,J. Robinson-Earl,2023-24,regular,2026-02-12T22:29:26.314565,-,J. Robinson-Earl,F,39,8.6,2.9,1.2,2.4,47.4,0.3,1.0,33.3,0.3,0.4,75.0,1.9,0.5,0.3,0.1,0.4,0,0
457,4397821,N. Williams,2023-24,regular,2026-02-12T22:29:26.314617,-,N. Williams,G,22,5.9,2.9,1.2,2.3,54.0,0.1,0.2,40.0,0.3,0.6,53.8,1.0,0.3,0.2,0.0,0.2,0,0
458,4409222,T. Queen,2023-24,regular,2026-02-12T22:29:26.314673,-,T. Queen,SG,14,11.8,2.9,1.0,2.7,36.8,0.2,1.2,17.6,0.6,0.9,75.0,1.4,1.3,0.5,0.4,0.5,0,0
459,4423884,H. Drell,2023-24,regular,2026-02-12T22:29:26.314727,-,H. Drell,F,4,7.5,2.8,1.0,2.5,40.0,0.5,1.5,33.3,0.3,0.5,50.0,1.0,1.0,0.5,0.3,0.5,0,0
460,4432820,D.J. Carton,2023-24,regular,2026-02-12T22:29:26.314781,-,D.J. Carton,G,4,9.0,2.8,0.8,2.0,37.5,0.3,1.0,25.0,1.0,1.3,80.0,1.0,0.8,0.3,0.0,0.3,0,0
461,4593049,O. Robinson,2023-24,regular,2026-02-12T22:29:26.314834,-,O. Robinson,C,36,8.4,2.8,1.0,2.0,50.0,0.2,0.4,53.3,0.5,0.7,76.0,2.3,0.9,0.2,0.2,0.5,1,0
462,3064559,D. Jones,2023-24,regular,2026-02-12T22:29:26.314888,-,D. Jones,C,39,6.9,2.7,1.1,1.8,59.7,0.1,0.4,21.4,0.5,0.5,85.7,1.6,0.4,0.2,0.3,0.3,0,0
463,4433620,E. Bates,2023-24,regular,2026-02-12T22:29:26.314978,-,E. Bates,F,15,8.9,2.7,1.0,3.3,30.6,0.7,2.2,30.3,0.1,0.3,25.0,0.9,0.7,0.1,0.1,0.5,0,0
464,4277880,M. Williams,2023-24,regular,2026-02-12T22:29:26.315120,-,M. Williams,C,7,15.3,2.7,1.3,4.9,26.5,0.1,0.7,20.0,0.0,0.3,0.0,5.4,0.3,0.4,0.6,0.4,0,0
465,4395650,L. Black,2023-24,regular,2026-02-12T22:29:26.315211,-,L. Black,F,26,10.9,2.7,1.0,2.0,48.1,0.3,0.8,45.0,0.4,0.6,66.7,1.8,0.9,0.3,0.4,0.2,0,0
466,4433249,M. Diabate,2023-24,regular,2026-02-12T22:29:26.315303,-,M. Diabate,F,11,5.8,2.6,0.9,1.7,52.6,0.0,0.0,0.0,0.8,1.3,64.3,2.2,0.4,0.5,0.1,0.2,0,0
467,2594922,O. Porter Jr.,2023-24,regular,2026-02-12T22:29:26.315387,-,O. Porter Jr.,SF,15,11.6,2.6,0.9,2.2,42.4,0.5,1.5,34.8,0.2,0.2,100.0,1.9,0.5,0.3,0.3,0.1,0,0
468,4397148,T. Allen,2023-24,regular,2026-02-12T22:29:26.315472,-,T. Allen,F,5,25.0,2.6,1.2,4.6,26.1,0.0,1.4,0.0,0.2,0.4,50.0,3.4,1.0,0.8,0.0,0.4,0,0
469,6461,M. Morris,2023-24,regular,2026-02-12T22:29:26.315553,-,M. Morris,PF,26,8.3,2.5,0.9,2.6,33.8,0.6,1.6,35.7,0.2,0.2,83.3,1.5,0.6,0.2,0.1,0.5,0,0
470,3906786,D. Windler,2023-24,regular,2026-02-12T22:29:26.315647,-,D. Windler,G,17,6.4,2.5,0.9,1.8,50.0,0.8,1.6,48.1,0.0,0.0,0.0,0.9,0.6,0.1,0.0,0.1,0,0
471,3929325,F. Korkmaz,2023-24,regular,2026-02-12T22:29:26.315720,-,F. Korkmaz,SG,35,8.6,2.5,0.9,2.2,39.5,0.4,1.1,35.0,0.4,0.6,70.0,0.9,0.7,0.4,0.1,0.3,0,0
472,2596107,A. Len,2023-24,regular,2026-02-12T22:29:26.315783,-,A. Len,C,48,9.3,2.5,1.0,1.7,61.7,0.0,0.1,0.0,0.4,0.7,58.8,2.7,1.0,0.2,0.7,0.6,0,0
473,4432161,G. Brown III,2023-24,regular,2026-02-12T22:29:26.315856,-,G. Brown III,PF,6,6.7,2.5,0.8,1.8,45.5,0.2,0.5,33.3,0.7,1.5,44.4,1.5,0.7,0.0,0.7,0.7,0,0
474,4896481,A. Fudge,2023-24,regular,2026-02-12T22:29:26.315923,-,A. Fudge,F,6,6.7,2.5,1.0,2.5,40.0,0.2,0.8,20.0,0.3,0.3,100.0,0.8,0.0,0.5,0.0,0.3,0,0
475,2528794,J. Harris,2023-24,regular,2026-02-12T22:29:26.315980,-,J. Harris,SF,16,10.6,2.4,0.9,2.4,35.9,0.6,1.9,33.3,0.1,0.1,50.0,0.8,0.6,0.2,0.1,0.3,0,0
476,4065649,H. Giles III,2023-24,regular,2026-02-12T22:29:26.316038,-,H. Giles III,PF,23,4.3,2.4,1.0,2.2,46.0,0.1,0.6,21.4,0.3,0.6,53.8,1.3,0.3,0.1,0.1,0.3,0,0
477,6446,C. Joseph,2023-24,regular,2026-02-12T22:29:26.316095,-,C. Joseph,PG,26,11.4,2.4,0.9,2.5,35.9,0.5,1.6,31.0,0.2,0.3,57.1,1.2,1.6,0.2,0.1,0.5,0,0
478,4432585,A. Griffin,2023-24,regular,2026-02-12T22:29:26.316158,-,A. Griffin,F,20,8.6,2.4,0.9,3.1,29.0,0.5,2.0,25.6,0.1,0.1,100.0,0.9,0.3,0.1,0.1,0.4,0,0
479,4592933,M. Gueye,2023-24,regular,2026-02-12T22:29:26.316222,-,M. Gueye,F,11,10.9,2.4,1.0,3.5,28.9,0.0,0.3,0.0,0.4,0.8,44.4,2.1,0.5,0.3,1.6,1.1,0,0
480,3914075,X. Moon,2023-24,regular,2026-02-12T22:29:26.316283,-,X. Moon,G,14,8.5,2.4,1.1,3.3,32.6,0.1,1.2,11.8,0.1,0.1,50.0,1.3,1.5,0.2,0.2,0.4,0,0
