date,game_id
20251021,401809243
20251021,401809244
20251021,401809234
20251021,401809933
20251021,401809934
20251021,401809935
20251021,401809936
20251021,401809937
20251021,401809938
20251021,401809939
20251021,401809940
20251021,401809235
20251021,401809941
20251021,401809942
20251021,401809236
20251021,401809237
20251021,401809946
20251021,401809943
20251021,401809944
20251021,401809945
20251021,401809947
20251021,401809948
20251021,401809949
20251021,401809950
20251021,401809951
20251021,401809952
20251021,401809953
20251021,401809954
20251021,401809955
20251021,401809956
20251021,401809957
20251021,401809958
20251021,401809959
20251021,401809960
20251021,401809961
20251021,401809962
20251021,401809963
20251021,401809964
20251021,401809965
20251021,401809966
20251021,401809967
20251021,401809968
20251021,401809245
20251021,401809969
20251021,401809970
20251021,401809971
20251021,401809972
20251021,401809973
20251021,401809974
20251021,401809975
20251021,401809246
20251021,401809976
20251021,401809977
20251022,401809234
20251022,401809933
20251022,401809934
20251022,401809935
20251022,401809936
20251022,401809937
20251022,401809938
20251022,401809939
20251022,401809940
20251022,401809235
20251022,401809941
20251022,401809942
20251022,401809236
20251022,401809237
20251022,401809946
20251022,401809943
20251022,401809944
20251022,401809945
20251022,401809947
20251022,401809948
20251022,401809949
20251022,401809950
20251022,401809951
20251022,401809952
20251022,401809953
20251022,401809954
20251022,401809955
20251022,401809956
20251022,401809957
20251022,401809958
20251022,401809959
20251022,401809960
20251022,401809961
20251022,401809962
20251022,401809963
20251022,401809964
20251022,401809965
20251022,401809966
20251022,401809967
20251022,401809968
20251022,401809245
20251022,401809969
20251022,401809970
20251022,401809971
20251022,401809972
20251022,401809973
20251022,401809974
20251022,401809975
20251022,401809246
20251022,401809976
20251022,401809977
20251022,401809978
20251022,401809979
20251022,401809980
20251022,401809981
20251022,401809982
20251023,401809236
20251023,401809237
20251023,401809946
20251023,401809943
20251023,401809944
20251023,401809945
20251023,401809947
20251023,401809948
20251023,401809949
20251023,401809950
20251023,401809951
20251023,401809952
20251023,401809953
20251023,401809954
20251023,401809955
20251023,401809956
20251023,401809957
20251023,401809958
20251023,401809959
20251023,401809960
20251023,401809961
20251023,401809962
20251023,401809963
20251023,401809964
20251023,401809965
20251023,401809966
20251023,401809967
20251023,401809968
20251023,401809245
20251023,401809969
20251023,401809970
20251023,401809971
20251023,401809972
20251023,401809973
20251023,401809974
20251023,401809975
20251023,401809246
20251023,401809976
20251023,401809977
20251023,401809978
20251023,401809979
20251023,401809980
20251023,401809981
20251023,401809982
20251023,401809986
20251023,401809983
20251023,401809984
20251023,401809985
20251023,401809987
20251023,401809988
20251023,401809989
20251023,401809990
20251023,401809991
20251023,401809992
20251024,401809946
20251024,401809943
20251024,401809944
20251024,401809945
20251024,401809947
20251024,401809948
20251024,401809949
20251024,401809950
20251024,401809951
20251024,401809952
20251024,401809953
20251024,401809954
20251024,401809955
20251024,401809956
20251024,401809957
20251024,401809958
20251024,401809959
20251024,401809960
20251024,401809961
20251024,401809962
20251024,401809963
20251024,401809964
20251024,401809965
20251024,401809966
20251024,401809967
20251024,401809968
20251024,401809245
20251024,401809969
20251024,401809970
20251024,401809971
20251024,401809972
20251024,401809973
20251024,401809974
20251024,401809975
20251024,401809246
20251024,401809976
20251024,401809977
20251024,401809978
20251024,401809979
20251024,401809980
20251024,401809981
20251024,401809982
20251024,401809986
20251024,401809983
20251024,401809984
20251024,401809985
20251024,401809987
20251024,401809988
20251024,401809989
20251024,401809990
20251024,401809991
20251024,401809992
20251024,401809993
20251024,401809994
20251024,401809995
20251024,401809996
20251025,401809955
20251025,401809956
20251025,401809957
20251025,401809958
20251025,401809959
20251025,401809960
20251025,401809961
20251025,401809962
20251025,401809963
20251025,401809964
20251025,401809965
20251025,401809966
20251025,401809967
20251025,401809968
20251025,401809245
20251025,401809969
20251025,401809970
20251025,401809971
20251025,401809972
20251025,401809973
20251025,401809974
20251025,401809975
20251025,401809246
20251025,401809976
20251025,401809977
20251025,401809978
20251025,401809979
20251025,401809980
20251025,401809981
20251025,401809982
20251025,401809986
20251025,401809983
20251025,401809984
20251025,401809985
20251025,401809987
20251025,401809988
20251025,401809989
20251025,401809990
20251025,401809991
20251025,401809992
20251025,401809993
20251025,401809994
20251025,401809995
20251025,401809996
20251025,401809502
20251025,401809503
20251025,401809504
20251025,401809505
20251025,401809506
20251025,401809507
20251025,401809508
20251025,401809509
20251026,401809960
20251026,401809961
20251026,401809962
20251026,401809963
20251026,401809964
20251026,401809965
20251026,401809966
20251026,401809967
20251026,401809968
20251026,401809245
20251026,401809969
20251026,401809970
20251026,401809971
20251026,401809972
20251026,401809973
20251026,401809974
20251026,401809975
20251026,401809246
20251026,401809976
20251026,401809977
20251026,401809978
20251026,401809979
20251026,401809980
20251026,401809981
20251026,401809982
20251026,401809986
20251026,401809983
20251026,401809984
20251026,401809985
20251026,401809987
20251026,401809988
20251026,401809989
20251026,401809990
20251026,401809991
20251026,401809992
20251026,401809993
20251026,401809994
20251026,401809995
20251026,401809996
20251026,401809502
20251026,401809503
20251026,401809504
20251026,401809505
20251026,401809506
20251026,401809507
20251026,401809508
20251026,401809509
20251026,401809997
20251026,401809998
20251026,401809999
20251026,401810000
