rank,player_id,player_name,season,season_type,scraped_at,rk,name,pos,gp,min,pts,fgm,fga,fg_percent,3pm,3pa,3p_percent,ftm,fta,ft_percent,reb,ast,stl,blk,to,dd2,td3
114,4431679,P. Achiuwa,2023-24,playoffs,2025-11-09T11:59:25.829284,-,P. Achiuwa,PF,9,20.4,5.2,2.3,4.8,48.8,0.0,0.3,0.0,0.6,1.4,38.5,4.2,0.6,0.4,1.3,0.4,0,0
115,4433076,B. Sheppard,2023-24,playoffs,2025-11-09T11:59:25.829434,-,B. Sheppard,G,17,19.7,5.2,1.8,4.2,43.7,1.1,2.9,38.0,0.4,0.5,77.8,3.0,1.0,0.5,0.1,0.6,0,0
116,4432809,C. Anthony,2023-24,playoffs,2025-11-09T11:59:25.829554,-,C. Anthony,G,7,14.7,5.1,1.9,5.9,31.7,0.3,1.9,15.4,1.1,1.3,88.9,2.1,1.3,0.6,0.1,0.7,0,0
117,4431767,C. Braun,2023-24,playoffs,2025-11-09T11:59:25.829778,-,C. Braun,G,12,17.0,5.1,1.9,4.5,42.6,0.3,1.5,22.2,0.9,1.3,68.8,2.7,0.8,0.2,0.4,0.1,0,0
118,2583632,R. O'Neale,2023-24,playoffs,2025-11-09T11:59:25.829997,-,R. O'Neale,F,4,26.0,5.0,1.8,5.5,31.8,1.5,4.5,33.3,0.0,0.0,0.0,4.8,1.0,0.3,0.0,0.5,0,0
119,4291678,H. Highsmith,2023-24,playoffs,2025-11-09T11:59:25.830203,-,H. Highsmith,F,5,25.2,4.8,2.0,5.6,35.7,0.6,3.2,18.8,0.2,0.2,100.0,2.8,1.6,0.2,0.2,0.8,0,0
120,2578239,P. Connaughton,2023-24,playoffs,2025-11-09T11:59:25.830407,-,P. Connaughton,G,6,20.7,4.5,1.8,4.2,44.0,0.5,1.8,27.3,0.3,0.3,100.0,3.8,2.2,1.0,0.2,0.5,0,0
121,4432823,J. Williams,2023-24,playoffs,2025-11-09T11:59:25.830659,-,J. Williams,F,10,12.7,4.4,1.6,3.3,48.5,0.9,2.2,40.9,0.3,0.4,75.0,3.2,1.5,0.4,0.3,0.3,0,0
122,2528210,T. Hardaway Jr.,2023-24,playoffs,2025-11-09T11:59:25.830860,-,T. Hardaway Jr.,G,14,12.7,4.4,1.6,4.1,37.9,0.9,2.6,35.1,0.3,0.6,50.0,1.8,0.4,0.4,0.1,0.1,0,0
123,2993874,K. Anderson,2023-24,playoffs,2025-11-09T11:59:25.831028,-,K. Anderson,F,15,15.4,4.3,1.7,3.8,45.6,0.1,0.5,25.0,0.7,0.8,83.3,2.7,2.5,0.7,0.3,0.7,0,0
124,4868423,J. Hardy,2023-24,playoffs,2025-11-09T11:59:25.831170,-,J. Hardy,G,19,6.8,4.2,1.5,3.6,42.6,0.6,1.4,40.7,0.6,0.8,73.3,0.8,0.9,0.2,0.0,0.4,0,0
125,4683692,C. Wallace,2023-24,playoffs,2025-11-09T11:59:25.831326,-,C. Wallace,G,10,19.8,4.2,1.6,4.1,39.0,0.9,2.8,32.1,0.1,0.2,50.0,1.3,1.0,0.9,0.2,0.4,0,0
126,2999547,G. Harris,2023-24,playoffs,2025-11-09T11:59:25.831467,-,G. Harris,G,6,26.5,4.2,1.3,4.7,28.6,1.2,3.7,31.8,0.3,0.3,100.0,2.0,0.7,1.2,0.5,0.3,0,0
127,4277951,L. Garza,2023-24,playoffs,2025-11-09T11:59:25.831658,-,L. Garza,C,7,3.7,4.1,1.4,1.7,83.3,0.3,0.4,66.7,1.0,1.1,87.5,0.9,0.1,0.0,0.0,0.0,0,0
128,4432170,I. Jackson,2023-24,playoffs,2025-11-09T11:59:25.831873,-,I. Jackson,F,15,10.3,3.8,1.5,2.9,53.5,0.0,0.0,0.0,0.7,1.2,61.1,3.2,0.5,0.2,0.9,0.3,0,0
129,2960236,M. Kleber,2023-24,playoffs,2025-11-09T11:59:25.832035,-,M. Kleber,F,13,16.8,3.7,1.2,3.0,41.0,0.9,2.2,42.9,0.3,0.5,66.7,1.9,1.0,0.2,0.3,0.4,0,0
130,3428,D. Gallinari,2023-24,playoffs,2025-11-09T11:59:25.832181,-,D. Gallinari,PF,3,12.3,3.7,1.3,2.7,50.0,0.0,0.7,0.0,1.0,1.3,75.0,3.0,0.7,0.0,0.0,0.3,0,0
131,3912848,D. Wade,2023-24,playoffs,2025-11-09T11:59:25.832309,-,D. Wade,F,3,21.0,3.7,1.3,4.3,30.8,1.0,3.3,30.0,0.0,0.0,0.0,2.0,1.7,0.3,0.7,0.7,0,0
132,4592492,B. Hyland,2023-24,playoffs,2025-11-09T11:59:25.832554,-,B. Hyland,G,3,4.0,3.7,1.0,2.3,42.9,0.3,1.7,20.0,1.3,1.3,100.0,0.7,1.3,0.0,0.0,0.3,0,0
133,6443,R. Jackson,2023-24,playoffs,2025-11-09T11:59:25.832719,-,R. Jackson,PG,12,9.8,3.5,1.3,4.0,33.3,0.7,1.9,34.8,0.2,0.2,100.0,1.3,1.0,0.2,0.1,0.7,0,0
134,3135045,G. Allen,2023-24,playoffs,2025-11-09T11:59:25.832855,-,G. Allen,G,2,21.5,3.5,0.5,2.5,20.0,0.5,2.5,20.0,2.0,2.0,100.0,4.0,1.0,0.5,0.0,1.5,0,0
135,4065663,J. Okogie,2023-24,playoffs,2025-11-09T11:59:25.832989,-,J. Okogie,G,4,7.3,3.5,1.3,2.3,55.6,0.3,0.8,33.3,0.8,1.5,50.0,1.0,0.5,0.5,0.0,0.5,0,0
136,4066757,S. Merrill,2023-24,playoffs,2025-11-09T11:59:25.833131,-,S. Merrill,G,10,12.5,3.3,1.0,2.9,34.5,1.0,2.7,37.0,0.3,0.3,100.0,1.2,0.9,0.0,0.0,0.0,0,0
137,2488653,M. Plumlee,2023-24,playoffs,2025-11-09T11:59:25.833242,-,M. Plumlee,C,6,11.0,3.2,1.2,3.0,38.9,0.0,0.0,0.0,0.8,1.3,62.5,3.3,0.7,0.5,0.3,0.3,0,0
138,6461,M. Morris,2023-24,playoffs,2025-11-09T11:59:25.833363,-,M. Morris,PF,1,12.0,3.0,1.0,5.0,20.0,1.0,3.0,33.3,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0,0
139,2451037,D. Theis,2023-24,playoffs,2025-11-09T11:59:25.833578,-,D. Theis,C,1,4.0,3.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
140,2580782,S. Dinwiddie,2023-24,playoffs,2025-11-09T11:59:25.833975,-,S. Dinwiddie,PG,5,14.6,3.0,1.0,2.8,35.7,0.4,1.6,25.0,0.6,1.2,50.0,1.4,1.6,0.4,0.2,0.2,0,0
141,3064560,L. Kornet,2023-24,playoffs,2025-11-09T11:59:25.834264,-,L. Kornet,C,13,10.2,3.0,1.1,1.6,66.7,0.0,0.0,0.0,0.8,1.0,84.6,3.2,0.5,0.1,0.4,0.5,0,0
142,4278052,C. Okeke,2023-24,playoffs,2025-11-09T11:59:25.834392,-,C. Okeke,F,2,5.0,3.0,1.0,1.5,66.7,0.5,1.0,50.0,0.5,0.5,100.0,0.0,0.5,0.0,0.0,0.0,0,0
143,4712849,A. Black,2023-24,playoffs,2025-11-09T11:59:25.834550,-,A. Black,G,2,5.5,3.0,1.5,3.5,42.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0,0
144,2284101,J. Holiday,2023-24,playoffs,2025-11-09T11:59:25.835116,-,J. Holiday,F,12,12.5,2.9,0.9,2.9,31.4,0.9,2.4,37.9,0.2,0.3,50.0,1.7,0.3,0.5,0.0,0.3,0,0
145,4066387,A. Coffey,2023-24,playoffs,2025-11-09T11:59:25.835363,-,A. Coffey,G,6,18.7,2.8,1.2,3.7,31.8,0.5,1.8,27.3,0.0,0.0,0.0,1.7,0.3,0.3,0.2,0.8,0,0
146,4351852,M. Robinson,2023-24,playoffs,2025-11-09T11:59:25.835596,-,M. Robinson,C,6,19.2,2.8,1.2,2.3,50.0,0.0,0.0,0.0,0.5,1.3,37.5,6.8,0.5,1.0,1.2,0.5,0,0
147,4397475,A. Green,2023-24,playoffs,2025-11-09T11:59:25.835714,-,A. Green,G,6,11.2,2.8,1.0,2.7,37.5,0.3,1.8,18.2,0.5,0.5,100.0,1.5,0.3,0.0,0.0,0.2,0,0
148,2990969,G. Niang,2023-24,playoffs,2025-11-09T11:59:25.835832,-,G. Niang,F,10,12.1,2.8,0.9,4.1,22.0,0.3,2.3,13.0,0.7,0.8,87.5,1.2,0.4,0.4,0.2,0.7,0,0
149,3157465,D. Robinson,2023-24,playoffs,2025-11-09T11:59:25.836043,-,D. Robinson,F,5,12.0,2.6,1.0,3.2,31.3,0.6,2.6,23.1,0.0,0.0,0.0,1.0,1.2,0.4,0.0,1.0,0,0
150,5105806,J. Howard,2023-24,playoffs,2025-11-09T11:59:25.836191,-,J. Howard,G,2,5.0,2.5,1.0,1.5,66.7,0.5,0.5,100.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0,0
151,4432190,A. Jackson Jr.,2023-24,playoffs,2025-11-09T11:59:25.836311,-,A. Jackson Jr.,G,5,12.0,2.4,1.0,2.2,45.5,0.4,1.2,33.3,0.0,0.0,0.0,2.2,2.0,1.0,0.2,0.6,0,0
152,3059310,M. Morris,2023-24,playoffs,2025-11-09T11:59:25.836425,-,M. Morris,PG,9,7.4,2.3,1.0,3.3,30.0,0.1,1.6,7.1,0.2,0.2,100.0,0.7,1.0,0.2,0.1,0.0,0,0
153,4432181,J. Strawther,2023-24,playoffs,2025-11-09T11:59:25.836543,-,J. Strawther,G,3,5.3,2.3,0.7,2.0,33.3,0.3,1.3,25.0,0.7,1.3,50.0,0.7,0.0,0.3,0.0,0.3,0,0
154,6581,J. Crowder,2023-24,playoffs,2025-11-09T11:59:25.836679,-,J. Crowder,PF,4,10.5,2.3,0.8,3.0,25.0,0.3,1.8,14.3,0.5,0.5,100.0,1.5,0.5,0.0,0.5,0.0,0,0
155,3102528,D. Exum,2023-24,playoffs,2025-11-09T11:59:25.836800,-,D. Exum,G,21,6.9,2.0,0.8,2.1,36.4,0.3,1.0,35.0,0.2,0.3,66.7,0.8,0.6,0.1,0.0,0.2,0,0
156,3442,D. Jordan,2023-24,playoffs,2025-11-09T11:59:25.836910,-,D. Jordan,C,2,6.5,2.0,0.5,1.0,50.0,0.0,0.0,0.0,1.0,1.0,100.0,1.5,0.0,0.5,0.5,0.0,0,0
157,3913220,D. Jeffries,2023-24,playoffs,2025-11-09T11:59:25.837049,-,D. Jeffries,SG,4,5.0,2.0,0.8,2.0,37.5,0.5,1.3,40.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0,0
158,4432813,J. Robinson-Earl,2023-24,playoffs,2025-11-09T11:59:25.837202,-,J. Robinson-Earl,F,1,5.0,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0
159,4397189,J. Smith,2023-24,playoffs,2025-11-09T11:59:25.837483,-,J. Smith,F,7,6.0,1.9,0.4,1.1,37.5,0.3,0.6,50.0,0.7,1.1,62.5,2.0,0.3,0.3,0.1,0.6,0,0
160,3449,K. Love,2023-24,playoffs,2025-11-09T11:59:25.837736,-,K. Love,F,5,6.4,1.8,0.8,1.8,44.4,0.2,0.8,25.0,0.0,0.0,0.0,2.8,0.8,0.0,0.0,0.4,0,0
161,4576087,P. Watson,2023-24,playoffs,2025-11-09T11:59:25.837944,-,P. Watson,G,10,9.0,1.8,0.6,2.4,25.0,0.3,1.2,25.0,0.3,0.6,50.0,1.5,0.4,0.0,0.6,0.3,0,0
162,4277869,J. Alvarado,2023-24,playoffs,2025-11-09T11:59:25.838076,-,J. Alvarado,G,4,15.5,1.8,0.8,5.0,15.0,0.3,3.5,7.1,0.0,0.0,0.0,1.0,2.3,1.3,0.3,1.0,0,0
163,4395652,N. Little,2023-24,playoffs,2025-11-09T11:59:25.838196,-,N. Little,SF,4,3.5,1.8,0.8,1.3,60.0,0.3,0.8,33.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0,0
164,4431690,Z. Nnaji,2023-24,playoffs,2025-11-09T11:59:25.838308,-,Z. Nnaji,F,3,4.7,1.7,0.7,1.0,66.7,0.0,0.0,0.0,0.3,0.7,50.0,0.7,0.0,0.0,0.3,0.7,0,0
165,4432162,B. Boston,2023-24,playoffs,2025-11-09T11:59:25.838488,-,B. Boston,SG,3,3.3,1.7,0.7,1.3,50.0,0.0,0.0,0.0,0.3,0.7,50.0,0.7,0.3,0.0,0.0,0.0,0,0
166,4278031,O. Brissett,2023-24,playoffs,2025-11-09T11:59:25.838798,-,O. Brissett,SF,10,5.5,1.6,0.6,1.1,54.5,0.2,0.2,100.0,0.2,0.4,50.0,1.4,0.0,0.3,0.2,0.1,0,0
167,2968436,J. Ingles,2023-24,playoffs,2025-11-09T11:59:25.839038,-,J. Ingles,F,7,9.7,1.6,0.6,1.7,33.3,0.3,1.0,28.6,0.1,0.3,50.0,1.9,1.7,0.4,0.0,0.0,0,0
168,6474,T. Thompson,2023-24,playoffs,2025-11-09T11:59:25.839287,-,T. Thompson,C,10,8.7,1.5,0.7,1.6,43.8,0.0,0.0,0.0,0.1,0.2,50.0,2.0,1.0,0.1,0.5,0.2,0,0
169,4277964,X. Tillman,2023-24,playoffs,2025-11-09T11:59:25.839444,-,X. Tillman,F,8,8.6,1.5,0.6,1.0,62.5,0.1,0.1,100.0,0.1,0.1,100.0,1.8,0.4,0.4,0.4,0.4,0,0
170,4278562,P. Reed,2023-24,playoffs,2025-11-09T11:59:25.839576,-,P. Reed,F,6,7.2,1.5,0.7,1.5,44.4,0.0,0.0,0.0,0.2,0.3,50.0,2.7,0.3,0.2,0.5,0.5,0,0
171,3137259,G. Vincent,2023-24,playoffs,2025-11-09T11:59:25.839768,-,G. Vincent,G,5,13.8,1.4,0.6,2.4,25.0,0.2,1.4,14.3,0.0,0.0,0.0,1.6,0.6,0.4,0.0,0.6,0,0
172,4277922,J. Sims,2023-24,playoffs,2025-11-09T11:59:25.840022,-,J. Sims,C,5,5.4,1.4,0.4,0.4,100.0,0.0,0.0,0.0,0.6,0.8,75.0,1.6,0.2,0.4,0.2,0.0,0,0
173,4397424,N. Queta,2023-24,playoffs,2025-11-09T11:59:25.840212,-,N. Queta,C,3,4.3,1.3,0.7,1.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0,0
174,4398390,J. Pickett,2023-24,playoffs,2025-11-09T11:59:25.840341,-,J. Pickett,G,3,3.7,1.3,0.7,1.0,66.7,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0,0
175,4869342,D. Daniels,2023-24,playoffs,2025-11-09T11:59:25.840491,-,D. Daniels,G,3,5.7,1.3,0.7,2.0,33.3,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.3,0,0
176,2528588,D. McDermott,2023-24,playoffs,2025-11-09T11:59:25.840608,-,D. McDermott,F,10,6.4,1.3,0.5,1.1,45.5,0.3,0.8,37.5,0.0,0.0,0.0,0.3,0.7,0.0,0.2,0.1,0,0
177,3915195,S. Milton,2023-24,playoffs,2025-11-09T11:59:25.840735,-,S. Milton,SG,4,5.5,1.3,0.0,1.5,0.0,0.0,0.5,0.0,1.3,1.5,83.3,0.3,0.5,0.3,0.0,0.0,0,0
178,4687718,J. Minott,2023-24,playoffs,2025-11-09T11:59:25.840857,-,J. Minott,F,5,3.6,1.2,0.4,1.8,22.2,0.4,1.0,40.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0,0
179,4592187,W. Moore Jr.,2023-24,playoffs,2025-11-09T11:59:25.840995,-,W. Moore Jr.,G,6,3.0,1.2,0.5,1.2,42.9,0.2,0.7,25.0,0.0,0.0,0.0,0.3,0.3,0.2,0.0,0.2,0,0
180,4067017,A.J. Lawson,2023-24,playoffs,2025-11-09T11:59:25.841128,-,A.J. Lawson,G,10,3.0,1.1,0.4,0.9,44.4,0.2,0.6,33.3,0.1,0.2,50.0,0.3,0.0,0.0,0.1,0.0,0,0
181,3999,J. Johnson,2023-24,playoffs,2025-11-09T11:59:25.841262,-,J. Johnson,PF,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0,0
182,3133602,S. Mykhailiuk,2023-24,playoffs,2025-11-09T11:59:25.841402,-,S. Mykhailiuk,G,8,4.0,1.0,0.4,1.5,25.0,0.3,1.1,22.2,0.0,0.0,0.0,0.6,0.1,0.1,0.0,0.3,0,0
183,4432164,J. Springer,2023-24,playoffs,2025-11-09T11:59:25.841655,-,J. Springer,G,4,5.5,1.0,0.5,0.8,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.0,0.3,0.5,0,0
184,4433622,C. Livingston,2023-24,playoffs,2025-11-09T11:59:25.841936,-,C. Livingston,F,2,3.0,1.0,0.5,0.5,100.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
185,4433623,C. Houstan,2023-24,playoffs,2025-11-09T11:59:25.842164,-,C. Houstan,G,3,4.7,1.0,0.3,0.7,50.0,0.3,0.7,50.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0
186,5106060,J. Walker,2023-24,playoffs,2025-11-09T11:59:25.842391,-,J. Walker,F,9,3.4,0.9,0.3,1.1,30.0,0.0,0.3,0.0,0.2,0.3,66.7,0.4,0.4,0.2,0.1,0.7,0,0
187,4432179,M. Beauchamp,2023-24,playoffs,2025-11-09T11:59:25.842700,-,M. Beauchamp,F,4,2.5,0.8,0.3,1.0,25.0,0.0,0.5,0.0,0.3,0.5,50.0,0.3,0.5,0.0,0.0,0.3,0,0
188,3134916,J. McLaughlin,2023-24,playoffs,2025-11-09T11:59:25.842950,-,J. McLaughlin,G,6,5.0,0.7,0.3,1.5,22.2,0.0,0.8,0.0,0.0,0.3,0.0,0.7,0.3,0.0,0.0,0.3,0,0
189,4397102,B. Bol,2023-24,playoffs,2025-11-09T11:59:25.843166,-,B. Bol,C,3,4.3,0.7,0.3,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.3,0.0,0.0,0,0
190,4683689,J. Walsh,2023-24,playoffs,2025-11-09T11:59:25.843381,-,J. Walsh,G,3,3.7,0.7,0.3,1.0,33.3,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0
191,3133626,K. Williams,2023-24,playoffs,2025-11-09T11:59:25.843592,-,K. Williams,G,7,4.4,0.6,0.3,1.1,25.0,0.0,0.7,0.0,0.0,0.0,0.0,1.1,0.4,0.1,0.0,0.0,0,0
192,4433254,K. Brown,2023-24,playoffs,2025-11-09T11:59:25.844022,-,K. Brown,G,7,3.6,0.6,0.3,0.9,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.1,0.4,0,0
193,3947156,M. Diakite,2023-24,playoffs,2025-11-09T11:59:25.844244,-,M. Diakite,F,4,3.8,0.5,0.0,0.8,0.0,0.0,0.5,0.0,0.5,0.5,100.0,0.8,0.3,0.3,0.3,0.3,0,0
194,4997526,O. Dieng,2023-24,playoffs,2025-11-09T11:59:25.844425,-,O. Dieng,F,4,1.8,0.5,0.3,0.5,50.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
195,2531367,D. Powell,2023-24,playoffs,2025-11-09T11:59:25.844549,-,D. Powell,F,13,3.4,0.5,0.1,0.2,33.3,0.0,0.0,0.0,0.3,0.5,66.7,0.9,0.2,0.1,0.0,0.2,0,0
196,4395620,H. Tyson,2023-24,playoffs,2025-11-09T11:59:25.844664,-,H. Tyson,F,3,4.7,0.3,0.0,1.3,0.0,0.0,1.0,0.0,0.3,0.7,50.0,1.0,0.3,0.0,0.0,0.3,0,0
197,4397077,J. Hayes,2023-24,playoffs,2025-11-09T11:59:25.844797,-,J. Hayes,C,4,6.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.5,50.0,3.0,0.3,0.0,0.0,0.5,0,0
198,3244,T. Young,2023-24,playoffs,2025-11-09T11:59:25.844914,-,T. Young,F,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
199,4249,G. Hayward,2023-24,playoffs,2025-11-09T11:59:25.845075,-,G. Hayward,SF,7,6.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.4,0.1,0.1,0.0,0,0
200,6472,I. Thomas,2023-24,playoffs,2025-11-09T11:59:25.845353,-,I. Thomas,G,1,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
201,2982334,T.J. Warren,2023-24,playoffs,2025-11-09T11:59:25.845580,-,T.J. Warren,SF,3,3.7,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0,0
202,3064559,D. Jones,2023-24,playoffs,2025-11-09T11:59:25.845804,-,D. Jones,C,2,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0,0
203,3102533,T. Antetokounmpo,2023-24,playoffs,2025-11-09T11:59:25.846099,-,T. Antetokounmpo,F,2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0
204,3908336,M. Ryan,2023-24,playoffs,2025-11-09T11:59:25.846327,-,M. Ryan,F,1,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0
205,4066317,L. Waters III,2023-24,playoffs,2025-11-09T11:59:25.846578,-,L. Waters III,F,3,3.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0,0
206,4066436,D. Melton,2023-24,playoffs,2025-11-09T11:59:25.846850,-,D. Melton,G,1,7.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0
207,4348700,G. Bitadze,2023-24,playoffs,2025-11-09T11:59:25.847014,-,G. Bitadze,C,2,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.5,0,0
208,4431752,K. Brown,2023-24,playoffs,2025-11-09T11:59:25.847137,-,K. Brown,G,3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0
209,4432821,E.J. Liddell,2023-24,playoffs,2025-11-09T11:59:25.847267,-,E.J. Liddell,F,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
210,4593041,D. Roddy,2023-24,playoffs,2025-11-09T11:59:25.847395,-,D. Roddy,F,2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
211,4593049,O. Robinson,2023-24,playoffs,2025-11-09T11:59:25.847518,-,O. Robinson,C,1,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0
212,4595400,O. Prosper,2023-24,playoffs,2025-11-09T11:59:25.848307,-,O. Prosper,F,3,3.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0,0
213,4683750,J. Hawkins,2023-24,playoffs,2025-11-09T11:59:25.848578,-,J. Hawkins,G,3,4.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0
214,5044385,L. Miller,2023-24,playoffs,2025-11-09T11:59:25.848805,-,L. Miller,F,3,2.3,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0,0
